,address,city,soldDate,soldPrice,sqft,zipCode,borough,PricePerSQFT
528,16 Kinghorn St,Staten Island,27-Jun-18,650000.0,1196,10312,Staten Island,543.4782608695652
529,61 Heinz Ave,Staten Island,27-Jun-18,560000.0,1784,10308,Staten Island,313.9013452914798
530,20 S Beach Ave,Staten Island,27-Jun-18,688888.0,1512,10305,Staten Island,455.6137566137566
531,7325 Hylan Blvd,Staten Island,27-Jun-18,800000.0,1730,10307,Staten Island,462.42774566473986
532,338 Edgegrove Ave,Staten Island,27-Jun-18,750000.0,1920,10312,Staten Island,390.625
533,590 Targee St,Staten Island,27-Jun-18,500000.0,1938,10304,Staten Island,257.99793601651186
534,51 Winegar Ln,Staten Island,27-Jun-18,330000.0,1220,10310,Staten Island,270.4918032786885
535,444 Retford Ave,Staten Island,26-Jun-18,590000.0,1410,10312,Staten Island,418.43971631205676
536,167 Cromwell Ave #3C,Staten Island,26-Jun-18,250000.0,651,10304,Staten Island,384.0245775729647
537,73 Canon Dr,Staten Island,26-Jun-18,386000.0,1530,10314,Staten Island,252.28758169934642
538,381 Barlow Ave,Staten Island,26-Jun-18,509125.0,1440,10308,Staten Island,353.55902777777777
539,32 Dorothea Pl,Staten Island,26-Jun-18,430000.0,1299,10306,Staten Island,331.02386451116246
540,38 Aviston St,Staten Island,26-Jun-18,630000.0,1600,10306,Staten Island,393.75
541,465 Jansen St,Staten Island,26-Jun-18,1340000.0,4800,10312,Staten Island,279.1666666666667
542,192 Cortelyou Ave,Staten Island,2-Jul-18,690000.0,1911,10312,Staten Island,361.06750392464676
543,16 Watkins Ave,Staten Island,2-Jul-18,620000.0,1760,10312,Staten Island,352.27272727272725
544,129 Crossfield Ave,Staten Island,2-Jul-18,540000.0,1440,10312,Staten Island,375.0
545,360 8th St,Staten Island,2-Jul-18,725000.0,2100,10306,Staten Island,345.23809523809524
546,155 Trenton Ct,Staten Island,2-Jul-18,600000.0,2416,10309,Staten Island,248.34437086092714
547,130 Woolley Ave,Staten Island,2-Jul-18,562500.0,1364,10314,Staten Island,412.3900293255132
548,25 Stanley Ave,Staten Island,2-Jul-18,695973.0,1292,10301,Staten Island,538.6787925696594
549,273 Hunter Ave,Staten Island,2-Jul-18,600000.0,2960,10306,Staten Island,202.7027027027027
550,204 Beacon Ave,Staten Island,2-Jul-18,775000.0,2093,10306,Staten Island,370.28189202102243
551,19 Suffolk Ave,Staten Island,2-Jul-18,600000.0,1182,10314,Staten Island,507.61421319796955
552,4431 Arthur Kill Rd,Staten Island,2-Jul-18,430000.0,2417,10309,Staten Island,177.9064956557716
553,251 Castleton Ave,Staten Island,2-Jul-18,530000.0,1200,10301,Staten Island,441.6666666666667
554,303 Netherland Ave,Staten Island,2-Jul-18,175000.0,1008,10303,Staten Island,173.61111111111111
555,152 Gervil St,Staten Island,29-Jun-18,285000.0,743,10309,Staten Island,383.5800807537012
556,98 Arnold St,Staten Island,29-Jun-18,478000.0,1800,10301,Staten Island,265.55555555555554
557,466 Mason Ave,Staten Island,29-Jun-18,530000.0,1196,10305,Staten Island,443.1438127090301
558,2892 Victory Blvd,Staten Island,28-Jun-18,715000.0,1410,10314,Staten Island,507.0921985815603
559,144 Camden Ave,Staten Island,28-Jun-18,589000.0,1500,10309,Staten Island,392.6666666666667
560,89 Sharrott Ave,Staten Island,28-Jun-18,500000.0,1263,10309,Staten Island,395.88281868566906
561,85 Thompson St,Staten Island,28-Jun-18,695000.0,3000,10304,Staten Island,231.66666666666666
562,41 Van Riper St,Staten Island,28-Jun-18,510000.0,1500,10302,Staten Island,340.0
563,24 Meadow Ct,Staten Island,28-Jun-18,410000.0,1188,10309,Staten Island,345.1178451178451
564,79 Treadwell Ave,Staten Island,28-Jun-18,425000.0,1376,10302,Staten Island,308.8662790697674
565,18 Valdemar Ave,Staten Island,28-Jun-18,985000.0,2300,10309,Staten Island,428.2608695652174
566,139 Van Name Ave,Staten Island,28-Jun-18,343000.0,1121,10303,Staten Island,305.9768064228368
567,30 Elmwood Park Dr #A,Staten Island,28-Jun-18,357000.0,1221,10314,Staten Island,292.38329238329237
568,83 Martin Ave,Staten Island,28-Jun-18,800000.0,1964,10314,Staten Island,407.33197556008145
569,66 Ashley Ln,Staten Island,28-Jun-18,430000.0,1060,10309,Staten Island,405.66037735849056
570,827 Patterson Ave #831,Staten Island,28-Jun-18,510000.0,1800,10306,Staten Island,283.3333333333333
571,168A170 Figurea Ave,Staten Island,6-Jul-18,649900.0,1800,10312,Staten Island,361.05555555555554
572,84 Idaho Ave,Staten Island,6-Jul-18,900000.0,2944,10309,Staten Island,305.70652173913044
573,428 Buchanan Ave,Staten Island,6-Jul-18,820000.0,2062,10314,Staten Island,397.6721629485936
574,42 Saint Marys Ave,Staten Island,6-Jul-18,450000.0,1561,10305,Staten Island,288.2767456758488
575,15 Monterey Ave,Staten Island,6-Jul-18,790000.0,1672,10312,Staten Island,472.488038277512
576,421 Jansen St,Staten Island,6-Jul-18,1140000.0,4280,10312,Staten Island,266.3551401869159
577,11 Jeanette Ave,Staten Island,5-Jul-18,945000.0,2350,10312,Staten Island,402.1276595744681
578,19 Hillcrest Ave,Staten Island,5-Jul-18,567000.0,2860,10308,Staten Island,198.25174825174824
579,145 Lincoln Ave #7U,Staten Island,5-Jul-18,299130.0,909,10306,Staten Island,329.0759075907591
580,65 Chelsea St,Staten Island,5-Jul-18,785000.0,1936,10307,Staten Island,405.47520661157023
581,254 Flagg Pl,Staten Island,5-Jul-18,1500000.0,3360,10304,Staten Island,446.42857142857144
582,1728 Forest Hill Rd,Staten Island,3-Jul-18,345000.0,9805,10314,Staten Island,35.186129525752165
583,425 Preston Ave,Staten Island,3-Jul-18,575000.0,1000,10312,Staten Island,575.0
584,983 Rensselaer Ave,Staten Island,3-Jul-18,545000.0,1496,10309,Staten Island,364.3048128342246
585,18 Hewitt Ave,Staten Island,3-Jul-18,490000.0,1288,10301,Staten Island,380.4347826086956
586,194 Woodvale Ave,Staten Island,3-Jul-18,660000.0,1600,10309,Staten Island,412.5
587,255 Cambridge Ave,Staten Island,3-Jul-18,645000.0,1864,10314,Staten Island,346.0300429184549
588,57 Taunton St,Staten Island,3-Jul-18,485000.0,1176,10306,Staten Island,412.4149659863946
589,228 Elvin St,Staten Island,3-Jul-18,500000.0,2400,10314,Staten Island,208.33333333333334
590,127 Cedar Grove Ct,Staten Island,10-Jul-18,592000.0,1600,10306,Staten Island,370.0
591,18 Lovell Ave #A,Staten Island,10-Jul-18,490000.0,1233,10314,Staten Island,397.40470397404704
592,12 Figurea Ave,Staten Island,9-Jul-18,643000.0,1512,10312,Staten Island,425.2645502645503
593,15 W Castor Pl,Staten Island,9-Jul-18,1250000.0,3100,10312,Staten Island,403.2258064516129
594,37 Hull Ave,Staten Island,9-Jul-18,610000.0,1466,10306,Staten Island,416.09822646657574
595,90 Bay Street Lndg #1C,Staten Island,9-Jul-18,445000.0,860,10301,Staten Island,517.4418604651163
596,38 Kyle Ct,Staten Island,9-Jul-18,402000.0,1736,10312,Staten Island,231.5668202764977
597,231 Ardmore Ave,Staten Island,9-Jul-18,825000.0,2528,10314,Staten Island,326.34493670886076
598,159 Hales Ave,Staten Island,9-Jul-18,569000.0,1000,10312,Staten Island,569.0
599,126 Wellbrook Ave,Staten Island,9-Jul-18,515000.0,1260,10314,Staten Island,408.73015873015873
600,172 Seidman Ave,Staten Island,9-Jul-18,725001.0,1900,10312,Staten Island,381.57947368421054
601,292 Candon Ave,Staten Island,9-Jul-18,649000.0,1600,10309,Staten Island,405.625
602,82 Westcott Blvd,Staten Island,9-Jul-18,912000.0,2503,10314,Staten Island,364.36276468238117
603,435 N Burgher Ave,Staten Island,9-Jul-18,595000.0,1864,10310,Staten Island,319.20600858369096
604,18 Ludwig St,Staten Island,11-Jul-18,520000.0,1168,10310,Staten Island,445.2054794520548
605,119 Cortelyou Ave #2,Staten Island,11-Jul-18,200000.0,729,10312,Staten Island,274.34842249657066
606,191 Olympia Blvd,Staten Island,11-Jul-18,600000.0,1144,10305,Staten Island,524.4755244755245
607,33 Hull Ave,Staten Island,11-Jul-18,564101.0,836,10306,Staten Island,674.7619617224881
608,39 Willowbrook Rd,Staten Island,11-Jul-18,564101.0,1775,10302,Staten Island,317.8033802816901
609,7D Delmar Ave,Staten Island,11-Jul-18,424000.0,1427,10312,Staten Island,297.12683952347584
610,16 Tessa Ct,Staten Island,12-Jul-18,538000.0,2280,10304,Staten Island,235.96491228070175
611,794 Sheldon Ave,Staten Island,12-Jul-18,650000.0,1750,10309,Staten Island,371.42857142857144
612,368 Seaver Ave,Staten Island,12-Jul-18,450000.0,924,10305,Staten Island,487.012987012987
613,250 Gordon St,Staten Island,13-Jul-18,223080.0,1164,10304,Staten Island,191.64948453608247
614,151 Russek Dr,Staten Island,16-Jul-18,460000.0,1805,10312,Staten Island,254.84764542936287
615,472 Cortelyou Ave,Staten Island,16-Jul-18,550000.0,1472,10312,Staten Island,373.64130434782606
616,49 Longview Rd,Staten Island,16-Jul-18,973000.0,4178,10304,Staten Island,232.88654858784108
617,320 Hunter Ave,Staten Island,17-Jul-18,555000.0,1598,10306,Staten Island,347.30913642052565
618,28 Park St,Staten Island,18-Jul-18,506500.0,1360,10306,Staten Island,372.4264705882353
619,54 Ardsley St,Staten Island,18-Jul-18,670000.0,1032,10306,Staten Island,649.2248062015503
620,73 Laredo Ave,Staten Island,18-Jul-18,800000.0,2296,10312,Staten Island,348.4320557491289
621,33 Brookspond Pl,Staten Island,18-Jul-18,340000.0,1376,10310,Staten Island,247.09302325581396
622,478 Ogorman Ave,Staten Island,18-Jul-18,799000.0,1976,10308,Staten Island,404.35222672064776
623,359 Collfield Ave,Staten Island,18-Jul-18,499999.0,1000,10314,Staten Island,499.999
624,235 Freeborn St,Staten Island,18-Jul-18,235000.0,330,10306,Staten Island,712.1212121212121
625,99 Elmira St,Staten Island,18-Jul-18,650000.0,1456,10306,Staten Island,446.42857142857144
626,59 Jefferson Blvd,Staten Island,18-Jul-18,620000.0,2208,10312,Staten Island,280.7971014492754
627,597 Delafield Ave,Staten Island,18-Jul-18,460000.0,1885,10310,Staten Island,244.0318302387268
628,26 Amanda Ct,Staten Island,18-Jul-18,367000.0,1300,10312,Staten Island,282.3076923076923
629,50 Oakley Pl,Staten Island,18-Jul-18,649999.0,2028,10306,Staten Island,320.51232741617355
630,63 Villanova St,Staten Island,18-Jul-18,660000.0,2360,10314,Staten Island,279.66101694915255
631,38 Calvanico Ln,Staten Island,18-Jul-18,505000.0,1202,10314,Staten Island,420.13311148086524
632,14 Roberts Dr,Staten Island,18-Jul-18,530000.0,1184,10306,Staten Island,447.63513513513516
633,64 Liberty Ave,Staten Island,18-Jul-18,446058.0,1200,10304,Staten Island,371.715
634,450 Hoyt Ave,Staten Island,20-Jul-18,875000.0,2784,10301,Staten Island,314.29597701149424
635,144 Shotwell Ave,Staten Island,20-Jul-18,645000.0,1960,10312,Staten Island,329.0816326530612
636,49 Country Dr E #A,Staten Island,20-Jul-18,421500.0,1393,10314,Staten Island,302.5843503230438
637,311 Lamberts Ln,Staten Island,20-Jul-18,495000.0,1380,10314,Staten Island,358.69565217391306
638,5428 Amboy Rd,Staten Island,19-Jul-18,661761.0,1396,10312,Staten Island,474.04083094555875
639,24 Hale St,Staten Island,19-Jul-18,970000.0,2700,10307,Staten Island,359.25925925925924
640,355 Ridgewood Ave,Staten Island,19-Jul-18,750000.0,1940,10312,Staten Island,386.5979381443299
641,549 Main St,Staten Island,19-Jul-18,885000.0,2510,10307,Staten Island,352.58964143426294
642,40 Belair Ln,Staten Island,19-Jul-18,600000.0,1140,10305,Staten Island,526.3157894736842
643,425 Kissel Ave,Staten Island,19-Jul-18,556000.0,1344,10301,Staten Island,413.6904761904762
644,100 Spartan Ave,Staten Island,19-Jul-18,410000.0,2400,10303,Staten Island,170.83333333333334
645,63 Lyceum Ct,Staten Island,19-Jul-18,372000.0,1176,10310,Staten Island,316.3265306122449
646,353 Huguenot Ave,Staten Island,19-Jul-18,350000.0,884,10312,Staten Island,395.92760180995475
647,42 Oregon Rd,Staten Island,19-Jul-18,599000.0,1040,10305,Staten Island,575.9615384615385
648,145 Lincoln Ave #6V,Staten Island,19-Jul-18,117000.0,530,10306,Staten Island,220.75471698113208
649,558 Wilson Ave,Staten Island,19-Jul-18,81000.0,3595,10312,Staten Island,22.531293463143253
650,75 Oakville St,Staten Island,19-Jul-18,855000.0,1748,10314,Staten Island,489.1304347826087
651,1304 Rockland Ave #1F,Staten Island,19-Jul-18,249900.0,640,10314,Staten Island,390.46875
652,133 Blythe Pl,Staten Island,19-Jul-18,495000.0,1350,10306,Staten Island,366.6666666666667
653,177 Lindenwood Rd,Staten Island,23-Jul-18,450000.0,1200,10308,Staten Island,375.0
654,144 Hett Ave,Staten Island,23-Jul-18,520000.0,1120,10306,Staten Island,464.2857142857143
655,31 Helene Ct,Staten Island,23-Jul-18,770000.0,2350,10309,Staten Island,327.6595744680851
656,131 Cranford Ave,Staten Island,23-Jul-18,565000.0,1400,10306,Staten Island,403.57142857142856
657,191 Constant Ave,Staten Island,23-Jul-18,663000.0,1449,10314,Staten Island,457.55693581780537
658,4678 Hylan Blvd,Staten Island,23-Jul-18,771500.0,1906,10312,Staten Island,404.7743966421826
659,5 Saint Edward Ln,Staten Island,23-Jul-18,955000.0,2760,10309,Staten Island,346.0144927536232
660,5890 Amboy Rd,Staten Island,20-Jul-18,675000.0,2040,10309,Staten Island,330.88235294117646
661,1732 Forest Hill Rd,Staten Island,20-Jul-18,358000.0,1166,10314,Staten Island,307.032590051458
662,99 Lindbergh Ave,Staten Island,20-Jul-18,664000.0,1160,10306,Staten Island,572.4137931034483
663,244 Sheldon Ave,Staten Island,20-Jul-18,569000.0,1144,10312,Staten Island,497.3776223776224
664,112 Preston Ave,Staten Island,20-Jul-18,925000.0,1800,10312,Staten Island,513.8888888888889
665,25 Nicolosi Dr,Staten Island,20-Jul-18,1762500.0,5600,10312,Staten Island,314.73214285714283
666,37 Regent Cir,Staten Island,20-Jul-18,552000.0,1736,10312,Staten Island,317.97235023041475
667,245 Dixon Ave,Staten Island,20-Jul-18,596000.0,2490,10303,Staten Island,239.3574297188755
668,19 Bouton Ln,Staten Island,20-Jul-18,499000.0,1690,10312,Staten Island,295.26627218934914
669,291 Ilyssa Way,Staten Island,20-Jul-18,265000.0,929,10312,Staten Island,285.2529601722282
670,19 Plank Rd,Staten Island,20-Jul-18,800000.0,2800,10314,Staten Island,285.7142857142857
671,871 Sheldon Ave,Staten Island,20-Jul-18,764000.0,2200,10309,Staten Island,347.27272727272725
672,35 Yacht Club Cv #35,Staten Island,20-Jul-18,480000.0,1684,10308,Staten Island,285.03562945368174
673,31 Duane Ct,Staten Island,20-Jul-18,450000.0,1540,10301,Staten Island,292.2077922077922
674,24 Gervil St,Staten Island,20-Jul-18,375000.0,1088,10309,Staten Island,344.66911764705884
675,46 Faber St,Staten Island,20-Jul-18,330000.0,1190,10302,Staten Island,277.3109243697479
676,88 Oceanview Pl,Staten Island,20-Jul-18,644500.0,1100,10308,Staten Island,585.9090909090909
677,1268 Richmond Rd,Staten Island,20-Jul-18,850000.0,2640,10304,Staten Island,321.969696969697
678,40 Northfield Ct,Staten Island,20-Jul-18,315000.0,1390,10303,Staten Island,226.61870503597123
679,763 Armstrong Ave,Staten Island,20-Jul-18,799000.0,2912,10308,Staten Island,274.38186813186815
680,489 Vineland Ave,Staten Island,20-Jul-18,750000.0,2380,10312,Staten Island,315.12605042016804
681,153 Dover Grn,Staten Island,24-Jul-18,460000.0,1736,10312,Staten Island,264.9769585253456
682,87 Winfield St,Staten Island,24-Jul-18,565000.0,1408,10305,Staten Island,401.27840909090907
683,237 Carlyle Grn,Staten Island,24-Jul-18,415000.0,1240,10312,Staten Island,334.6774193548387
684,212 Park St,Staten Island,24-Jul-18,638000.0,960,10306,Staten Island,664.5833333333334
685,104 Robert Ln,Staten Island,24-Jul-18,425000.0,1190,10301,Staten Island,357.14285714285717
686,64 Beekman St,Staten Island,24-Jul-18,340000.0,968,10302,Staten Island,351.2396694214876
687,577 Westwood Ave,Staten Island,24-Jul-18,738000.0,1150,10314,Staten Island,641.7391304347826
688,149 Lucille Ave,Staten Island,24-Jul-18,530000.0,1776,10309,Staten Island,298.4234234234234
689,12 Isernia Ave,Staten Island,24-Jul-18,530000.0,1170,10306,Staten Island,452.991452991453
690,295 Deal Ct,Staten Island,24-Jul-18,290000.0,1530,10305,Staten Island,189.54248366013073
691,42 Gold Ave,Staten Island,24-Jul-18,510000.0,1280,10312,Staten Island,398.4375
692,31 Home Pl,Staten Island,24-Jul-18,525500.0,1224,10302,Staten Island,429.33006535947715
693,216 Holdridge Ave,Staten Island,23-Jul-18,945000.0,2400,10312,Staten Island,393.75
694,353 South Ave,Staten Island,23-Jul-18,425000.0,760,10303,Staten Island,559.2105263157895
695,205 Essex Dr,Staten Island,25-Jul-18,850000.0,2070,10314,Staten Island,410.6280193236715
696,480 Ilyssa Way,Staten Island,25-Jul-18,347500.0,1354,10312,Staten Island,256.6469719350074
697,139 Tallman St,Staten Island,25-Jul-18,735000.0,2275,10312,Staten Island,323.0769230769231
698,30 Donna Ct #4,Staten Island,25-Jul-18,279000.0,561,10314,Staten Island,497.32620320855614
699,21 Evelyn Pl,Staten Island,24-Jul-18,510000.0,1368,10305,Staten Island,372.8070175438597
700,115 Lindbergh Ave,Staten Island,24-Jul-18,525000.0,1200,10306,Staten Island,437.5
701,10 Vista Ave,Staten Island,24-Jul-18,700000.0,2100,10304,Staten Island,333.3333333333333
702,381 Adelaide Ave,Staten Island,24-Jul-18,560000.0,1196,10306,Staten Island,468.2274247491639
703,95 Sharrotts Rd,Staten Island,24-Jul-18,778000.0,1800,10309,Staten Island,432.22222222222223
704,29 Donna Ct #7,Staten Island,24-Jul-18,270000.0,686,10314,Staten Island,393.5860058309038
705,699 Ilyssa Way,Staten Island,24-Jul-18,375000.0,1354,10312,Staten Island,276.95716395864105
706,104 Marisa Cir,Staten Island,24-Jul-18,730000.0,3042,10309,Staten Island,239.97370151216305
707,209 Presentation Cir,Staten Island,24-Jul-18,615000.0,1552,10312,Staten Island,396.2628865979381
708,1164 Mason Ave,Staten Island,24-Jul-18,174000.0,560,10306,Staten Island,310.7142857142857
709,127 Heberton Ave,Staten Island,24-Jul-18,464999.0,2824,10302,Staten Island,164.65970254957506
710,747 Jewett Ave,Staten Island,24-Jul-18,870000.0,2808,10314,Staten Island,309.8290598290598
711,47 Sandywood Ln,Staten Island,24-Jul-18,435000.0,1870,10309,Staten Island,232.62032085561498
712,839 Rensselaer Ave,Staten Island,24-Jul-18,460000.0,1480,10309,Staten Island,310.81081081081084
713,71 Luke Ct,Staten Island,24-Jul-18,440000.0,1240,10306,Staten Island,354.83870967741933
714,121 Wood Ave,Staten Island,24-Jul-18,675000.0,1328,10307,Staten Island,508.2831325301205
715,284 Darlington Ave,Staten Island,24-Jul-18,962500.0,2380,10312,Staten Island,404.4117647058824
716,241 Carlyle Grn,Staten Island,24-Jul-18,401000.0,1240,10312,Staten Island,323.38709677419354
717,68 Elwood Pl,Staten Island,24-Jul-18,715000.0,1290,10301,Staten Island,554.2635658914729
718,295 Ionia Ave,Staten Island,24-Jul-18,755000.0,2328,10312,Staten Island,324.3127147766323
719,26 Girard St,Staten Island,24-Jul-18,339000.0,1680,10307,Staten Island,201.78571428571428
720,57 Ardsley St,Staten Island,24-Jul-18,615800.0,1075,10306,Staten Island,572.8372093023256
721,362 Van Pelt Ave #A,Staten Island,26-Jul-18,376194.0,1800,10303,Staten Island,208.99666666666667
722,469 Oder Ave,Staten Island,26-Jul-18,680191.0,864,10304,Staten Island,787.2581018518518
723,115 Arlington Ave,Staten Island,26-Jul-18,300000.0,872,10303,Staten Island,344.0366972477064
724,25 Bard Ave,Staten Island,26-Jul-18,325000.0,2230,10310,Staten Island,145.73991031390133
725,256 Bryant Ave,Staten Island,30-Jul-18,875000.0,1685,10306,Staten Island,519.2878338278932
726,408 Craig Ave,Staten Island,30-Jul-18,550000.0,1822,10307,Staten Island,301.8660812294182
727,173 Maybury Ave,Staten Island,30-Jul-18,680000.0,1912,10308,Staten Island,355.64853556485355
728,267 Garretson Ave,Staten Island,30-Jul-18,510000.0,900,10305,Staten Island,566.6666666666666
729,261F Signs Rd,Staten Island,30-Jul-18,420000.0,1229,10314,Staten Island,341.7412530512612
730,23 Pine St,Staten Island,30-Jul-18,88000.0,1152,10301,Staten Island,76.38888888888889
731,17 Ivy Ct,Staten Island,27-Jul-18,519000.0,1540,10309,Staten Island,337.012987012987
732,198 Victory Blvd,Staten Island,27-Jul-18,320000.0,1936,10301,Staten Island,165.28925619834712
733,20 McArthur Ave,Staten Island,27-Jul-18,630000.0,2064,10312,Staten Island,305.2325581395349
734,6 Evelyn Pl,Staten Island,27-Jul-18,750000.0,1800,10305,Staten Island,416.6666666666667
735,36 Brown Ave,Staten Island,27-Jul-18,530000.0,1350,10308,Staten Island,392.5925925925926
736,153 Foster Rd,Staten Island,27-Jul-18,879000.0,2042,10309,Staten Island,430.46033300685605
737,871 Lamont Ave,Staten Island,27-Jul-18,1221900.0,6440,10309,Staten Island,189.7360248447205
738,84 Benjamin Dr,Staten Island,27-Jul-18,470000.0,1595,10303,Staten Island,294.6708463949843
739,278 Barnard Ave,Staten Island,27-Jul-18,550000.0,1280,10307,Staten Island,429.6875
740,79 Benjamin Dr,Staten Island,31-Jul-18,355000.0,953,10303,Staten Island,372.50786988457503
741,789 Rossville Ave,Staten Island,31-Jul-18,650000.0,1422,10309,Staten Island,457.1026722925457
742,363 Main St,Staten Island,31-Jul-18,585000.0,720,10307,Staten Island,812.5
743,58 Heberton Ave,Staten Island,31-Jul-18,265500.0,924,10302,Staten Island,287.3376623376623
744,268 Harbor Rd,Staten Island,31-Jul-18,585000.0,1864,10303,Staten Island,313.84120171673817
745,76 Stephen Loop,Staten Island,1-Aug-18,642000.0,2142,10314,Staten Island,299.71988795518206
746,5 Cameron Ave,Staten Island,1-Aug-18,605000.0,1360,10305,Staten Island,444.8529411764706
747,407 Winchester Ave,Staten Island,1-Aug-18,545000.0,1180,10312,Staten Island,461.864406779661
748,207 Annadale Rd,Staten Island,1-Aug-18,650000.0,1384,10312,Staten Island,469.6531791907515
749,45 Raymond Ave,Staten Island,1-Aug-18,580000.0,1120,10314,Staten Island,517.8571428571429
750,385 Quintard St,Staten Island,1-Aug-18,568000.0,1408,10305,Staten Island,403.40909090909093
751,300 Dickie Ave,Staten Island,1-Aug-18,600000.0,1040,10314,Staten Island,576.9230769230769
752,189 Meisner Ave,Staten Island,1-Aug-18,970000.0,2560,10306,Staten Island,378.90625
753,199 Forest Grn,Staten Island,1-Aug-18,475000.0,1480,10312,Staten Island,320.94594594594594
754,114 Wild Ave,Staten Island,1-Aug-18,485000.0,1400,10314,Staten Island,346.42857142857144
755,1353 Clove Rd,Staten Island,1-Aug-18,940000.0,1760,10301,Staten Island,534.0909090909091
756,1232 Arthur Kill Rd,Staten Island,1-Aug-18,659000.0,1428,10312,Staten Island,461.484593837535
757,15 E Brandis Ave,Staten Island,1-Aug-18,200000.0,1274,10308,Staten Island,156.98587127158555
758,471 Willow Rd E #1,Staten Island,1-Aug-18,399999.0,1525,10314,Staten Island,262.2944262295082
759,147 Pembrook Loop,Staten Island,31-Jul-18,430000.0,1672,10309,Staten Island,257.17703349282294
760,31 Geo Ct,Staten Island,31-Jul-18,390000.0,1150,10304,Staten Island,339.1304347826087
761,80 Slater Blvd,Staten Island,31-Jul-18,560000.0,2187,10305,Staten Island,256.05852766346595
762,1298 Rockland Ave #1G,Staten Island,31-Jul-18,24350.0,640,10314,Staten Island,38.046875
763,95 Bedell Ave,Staten Island,31-Jul-18,802000.0,3000,10307,Staten Island,267.3333333333333
764,398 Hawthorne Ave,Staten Island,31-Jul-18,470000.0,1554,10314,Staten Island,302.44530244530245
765,61 Caswell Ln,Staten Island,31-Jul-18,467000.0,1296,10314,Staten Island,360.3395061728395
766,87 Regis Dr,Staten Island,31-Jul-18,365000.0,1456,10314,Staten Island,250.6868131868132
767,162 Finley Ave,Staten Island,31-Jul-18,565000.0,1300,10306,Staten Island,434.61538461538464
768,169 Atlantic Ave,Staten Island,31-Jul-18,600000.0,960,10304,Staten Island,625.0
769,5 Windham Loop #7F11,Staten Island,31-Jul-18,309000.0,673,10314,Staten Island,459.1381872213967
770,125 Stack Dr,Staten Island,31-Jul-18,289000.0,860,10312,Staten Island,336.04651162790697
771,25 Palisade St,Staten Island,31-Jul-18,570000.0,1200,10305,Staten Island,475.0
772,520 Tennyson Dr,Staten Island,31-Jul-18,560000.0,1320,10312,Staten Island,424.24242424242425
773,99 Commerce St,Staten Island,2-Aug-18,658000.0,1472,10314,Staten Island,447.0108695652174
774,20 Sunset Ln,Staten Island,2-Aug-18,250000.0,1144,10307,Staten Island,218.53146853146853
775,222 Aspen Knolls Way,Staten Island,2-Aug-18,390000.0,1510,10312,Staten Island,258.27814569536423
776,18 Delia Ct,Staten Island,2-Aug-18,899900.0,2400,10307,Staten Island,374.9583333333333
777,18 Croft Pl,Staten Island,2-Aug-18,487000.0,1450,10314,Staten Island,335.86206896551727
778,883 Edgegrove Ave,Staten Island,2-Aug-18,965000.0,2335,10309,Staten Island,413.2762312633833
779,15 Regal Walk #162,Staten Island,2-Aug-18,315000.0,2425,10303,Staten Island,129.89690721649484
780,1356 Forest Hill Rd,Staten Island,2-Aug-18,660000.0,1772,10314,Staten Island,372.4604966139955
781,50 Sable Loop,Staten Island,2-Aug-18,390000.0,1240,10306,Staten Island,314.51612903225805
782,47 Braisted Ave,Staten Island,2-Aug-18,685000.0,2615,10314,Staten Island,261.95028680688335
783,1930 S Railroad Ave,Staten Island,2-Aug-18,855000.0,2400,10306,Staten Island,356.25
784,53 Elkhart St,Staten Island,2-Aug-18,470000.0,1380,10308,Staten Island,340.57971014492756
785,127 Craig Ave,Staten Island,2-Aug-18,899374.0,3640,10307,Staten Island,247.08076923076922
786,301 Wardwell Ave,Staten Island,2-Aug-18,437000.0,1564,10314,Staten Island,279.4117647058824
787,31 Katan Loop #B,Staten Island,2-Aug-18,352500.0,1296,10308,Staten Island,271.99074074074076
788,46 Columbus Ave,Staten Island,2-Aug-18,550000.0,1890,10304,Staten Island,291.005291005291
789,351 Great Kills Rd,Staten Island,2-Aug-18,735000.0,1984,10308,Staten Island,370.46370967741933
790,416 Harold St,Staten Island,3-Aug-18,705000.0,1242,10314,Staten Island,567.6328502415458
791,21 Theater Ln,Staten Island,3-Aug-18,415000.0,910,10304,Staten Island,456.04395604395603
792,882 Lamont Ave,Staten Island,3-Aug-18,1400000.0,2815,10309,Staten Island,497.335701598579
793,118 Robinson Ave,Staten Island,3-Aug-18,534500.0,1242,10312,Staten Island,430.35426731078906
794,20 Edgegrove Ave,Staten Island,3-Aug-18,650000.0,1316,10312,Staten Island,493.9209726443769
795,375 Netherland Ave,Staten Island,3-Aug-18,263000.0,1440,10303,Staten Island,182.63888888888889
796,274 Rolling Hill Grn,Staten Island,3-Aug-18,425000.0,1441,10312,Staten Island,294.93407356002774
797,110 Elm St,Staten Island,3-Aug-18,450000.0,1672,10310,Staten Island,269.1387559808612
798,1296 Rockland Ave #1H,Staten Island,3-Aug-18,286962.0,791,10314,Staten Island,362.7838179519595
799,459 Ramona Ave,Staten Island,3-Aug-18,550000.0,720,10309,Staten Island,763.8888888888889
800,296 Mosely Ave,Staten Island,3-Aug-18,520000.0,912,10312,Staten Island,570.1754385964912
801,616 Ilyssa Way,Staten Island,3-Aug-18,354900.0,1354,10312,Staten Island,262.1122599704579
802,84 Winthrop Pl,Staten Island,3-Aug-18,560000.0,954,10314,Staten Island,587.0020964360587
