,address,city,soldDate,soldPrice,sqft,zipCode,borough,PricePerSQFT
5834,2108 Butler Ave #J1,Flushing,15-Jan-19,225000.0,1274,11385,Queens,176.60910518053376
5835,21708 100th Ave,Jamaica,15-Jan-19,435000.0,1528,11429,Queens,284.68586387434556
5836,5836 189th St,Flushing,15-Jan-19,810000.0,1601,11365,Queens,505.9337913803873
5837,13814 241st St,Jamaica,15-Jan-19,879000.0,1728,11422,Queens,508.68055555555554
5838,8611 151st Ave #2L,Jamaica,15-Jan-19,340000.0,1011,11414,Queens,336.3006923837784
5839,13801 233rd St,Jamaica,15-Jan-19,601000.0,1324,11422,Queens,453.9274924471299
5840,2540 Shore Blvd #9S,Long Island City,15-Jan-19,520000.0,623,11102,Queens,834.6709470304976
5841,6830 Fleet St,Flushing,15-Jan-19,1116000.0,1440,11375,Queens,775.0
5842,10555 87th St,Jamaica,17-Jan-19,520000.0,1184,11417,Queens,439.18918918918916
5843,3550 166th St,Flushing,17-Jan-19,1153000.0,2050,11358,Queens,562.439024390244
5844,6341 Douglaston Pkwy #28,Flushing,17-Jan-19,700000.0,1520,11362,Queens,460.5263157894737
5845,21125 90th Ct,Jamaica,17-Jan-19,650000.0,1428,11428,Queens,455.18207282913164
5846,11126 Sutphin Blvd,Jamaica,17-Jan-19,450000.0,1190,11435,Queens,378.1512605042017
5847,8530 101st St,Jamaica,17-Jan-19,760000.0,1548,11418,Queens,490.9560723514212
5848,4212 Elbertson St,Flushing,17-Jan-19,1735000.0,3550,11373,Queens,488.7323943661972
5849,7934 269th St,New Hyde Park,17-Jan-19,605000.0,1023,11040,Queens,591.3978494623656
5850,15023 119th Ave,Jamaica,17-Jan-19,480000.0,1216,11434,Queens,394.7368421052632
5851,9114 23rd Ave,Flushing,17-Jan-19,1120000.0,2970,11369,Queens,377.1043771043771
5852,1635 Hancock St,Flushing,17-Jan-19,1649000.0,2160,11385,Queens,763.425925925926
5853,7511 61st St,Glendale,17-Jan-19,1175000.0,2280,11385,Queens,515.3508771929825
5854,6013 56th Ave,Flushing,17-Jan-19,1110000.0,2350,11378,Queens,472.3404255319149
5855,7910 265th St,Glen Oaks,17-Jan-19,653800.0,989,11004,Queens,661.071789686552
5856,4569 Clearview Expy,Flushing,16-Jan-19,670000.0,1024,11361,Queens,654.296875
5857,10508 130th St,Jamaica,16-Jan-19,620000.0,1522,11419,Queens,407.3587385019711
5858,11134 133rd St,Jamaica,16-Jan-19,460000.0,1380,11420,Queens,333.3333333333333
5859,14020 181st St,Jamaica,16-Jan-19,870000.0,1190,11413,Queens,731.09243697479
5860,10734 142nd St,Jamaica,16-Jan-19,490000.0,1330,11435,Queens,368.42105263157896
5861,10950 128th St,Jamaica,16-Jan-19,665000.0,1392,11420,Queens,477.7298850574713
5862,7039 66th Pl,Glendale,16-Jan-19,835000.0,1688,11385,Queens,494.66824644549763
5863,18730 Ilion Ave,Jamaica,16-Jan-19,545000.0,1623,11412,Queens,335.7979051139864
5864,2 Bay Club Dr #11W,Flushing,16-Jan-19,800000.0,1518,11360,Queens,527.0092226613966
5865,14444 87th Rd,Jamaica,16-Jan-19,710000.0,1758,11435,Queens,403.86803185438
5866,9317 90th Ave,Jamaica,16-Jan-19,865000.0,2080,11421,Queens,415.86538461538464
5867,25752 148th Dr,Jamaica,16-Jan-19,630000.0,1125,11422,Queens,560.0
5868,3080 47th St #3A,Long Island City,16-Jan-19,625000.0,957,11103,Queens,653.0825496342737
5869,11457 225th St,Jamaica,16-Jan-19,649000.0,2352,11411,Queens,275.9353741496599
5870,2035 31st St,Long Island City,16-Jan-19,1200000.0,2016,11105,Queens,595.2380952380952
5871,3239 166th St,Flushing,16-Jan-19,985000.0,1374,11358,Queens,716.8850072780203
5872,9901 Corona Ave,Flushing,18-Jan-19,900000.0,2850,11368,Queens,315.7894736842105
5873,7119 162nd St #2L,Flushing,18-Jan-19,365000.0,512,11365,Queens,712.890625
5874,18707 Ridgedale St,Jamaica,18-Jan-19,515000.0,1890,11413,Queens,272.4867724867725
5875,10712 Wren Pl,Jamaica,18-Jan-19,494500.0,1280,11433,Queens,386.328125
5876,3053 73rd St,Flushing,18-Jan-19,950000.0,2422,11370,Queens,392.2378199834847
5877,8509 151st Ave #3A,Jamaica,18-Jan-19,240000.0,787,11414,Queens,304.95552731893264
5878,14835 58th Rd,Flushing,18-Jan-19,885000.0,1296,11355,Queens,682.8703703703703
5879,8740 Woodhaven Blvd,Jamaica,18-Jan-19,500000.0,1248,11421,Queens,400.64102564102564
5880,2715 Butler St,Flushing,18-Jan-19,970000.0,1680,11369,Queens,577.3809523809524
5881,22057 93rd Ave,Jamaica,18-Jan-19,640000.0,1776,11428,Queens,360.36036036036035
5882,8509 87th St,Jamaica,18-Jan-19,610000.0,2158,11421,Queens,282.66913809082484
5883,23007 141st Ave,Jamaica,18-Jan-19,420000.0,1040,11413,Queens,403.84615384615387
5884,16823 Powells Cove Blvd #11,Flushing,18-Jan-19,893000.0,1805,11357,Queens,494.7368421052632
5885,3214 172nd St,Flushing,18-Jan-19,1500000.0,2705,11358,Queens,554.52865064695
5886,17210 109th Ave,Jamaica,18-Jan-19,835000.0,2100,11433,Queens,397.6190476190476
5887,15915 Laburnum Ave,Flushing,17-Jan-19,788000.0,1464,11358,Queens,538.2513661202186
5888,1563 149th St,Flushing,17-Jan-19,1145000.0,1456,11357,Queens,786.4010989010989
5889,7522 137th St,Flushing,17-Jan-19,1465000.0,1660,11367,Queens,882.5301204819277
5890,8923 199th St,Jamaica,17-Jan-19,645000.0,1248,11423,Queens,516.8269230769231
5891,17203 83rd Ave,Jamaica,17-Jan-19,840000.0,1560,11432,Queens,538.4615384615385
5892,4235 Main St #10-E,Flushing,17-Jan-19,665000.0,512,11355,Queens,1298.828125
5893,860 Central Ave,Far Rockaway,17-Jan-19,910000.0,2112,11691,Queens,430.8712121212121
5894,13411 Francis Lewis Blvd,Laurelton,17-Jan-19,624000.0,1378,11413,Queens,452.8301886792453
5895,16360 84th St,Jamaica,17-Jan-19,1300000.0,4608,11414,Queens,282.11805555555554
5896,8748 129th St,Jamaica,17-Jan-19,745000.0,1750,11418,Queens,425.7142857142857
5897,5740 81st St,Flushing,17-Jan-19,790000.0,1680,11379,Queens,470.23809523809524
5898,18901 118th Ave,Jamaica,17-Jan-19,550000.0,1800,11412,Queens,305.55555555555554
5899,1233 Robin Ln,Flushing,17-Jan-19,985000.0,1940,11360,Queens,507.7319587628866
5900,7538 192nd St,Flushing,17-Jan-19,915000.0,1214,11366,Queens,753.7067545304777
5901,16215 85th St,Jamaica,17-Jan-19,990000.0,2226,11414,Queens,444.74393530997304
5902,8985 221st St,Jamaica,22-Jan-19,590000.0,1653,11427,Queens,356.9267997580157
5903,6619 247th St,Flushing,22-Jan-19,958000.0,1480,11362,Queens,647.2972972972973
5904,8709 Sutter Ave,Jamaica,22-Jan-19,615000.0,1084,11417,Queens,567.3431734317343
5905,10048 194th St,Jamaica,22-Jan-19,595000.0,2042,11423,Queens,291.3809990205681
5906,17351 106th Ave,Jamaica,22-Jan-19,750000.0,1600,11433,Queens,468.75
5907,19303 120th Ave,Jamaica,22-Jan-19,560000.0,1147,11412,Queens,488.2301656495205
5908,13033 116th St,Jamaica,22-Jan-19,685000.0,1230,11420,Queens,556.910569105691
5909,12023 135th St,Jamaica,22-Jan-19,400000.0,1888,11420,Queens,211.864406779661
5910,11015 71st Rd #4L,Forest Hills,22-Jan-19,315000.0,79734,11375,Queens,3.9506358642486266
5911,17949 Selover Rd,Jamaica,22-Jan-19,527500.0,1240,11434,Queens,425.4032258064516
5912,12452 135th Pl,Jamaica,22-Jan-19,665000.0,1557,11420,Queens,427.1034039820167
5913,8509 151st Ave,Jamaica,22-Jan-19,395000.0,1293,11414,Queens,305.4911059551431
5914,13234 Bennett Ct,Jamaica,22-Jan-19,570000.0,900,11434,Queens,633.3333333333334
5915,6939 228th St,Flushing,22-Jan-19,1710660.0,1999,11364,Queens,855.7578789394697
5916,24306 132nd Ave,Jamaica,22-Jan-19,479000.0,912,11422,Queens,525.219298245614
5917,19411 112th Ave,Jamaica,22-Jan-19,517000.0,960,11412,Queens,538.5416666666666
5918,2112 Greene Ave,Flushing,22-Jan-19,915000.0,1526,11385,Queens,599.6068152031455
5919,10225 212th St,Jamaica,22-Jan-19,425000.0,1428,11429,Queens,297.6190476190476
5920,4362 164th St,Flushing,18-Jan-19,1250000.0,2200,11358,Queens,568.1818181818181
5921,7626 113th St #1E,Forest Hills,18-Jan-19,170000.0,23970,11375,Queens,7.092198581560283
5922,22430 Davenport Ave,Jamaica,18-Jan-19,603500.0,1552,11428,Queens,388.85309278350513
5923,20933 26th Ave,Flushing,18-Jan-19,710000.0,1312,11360,Queens,541.1585365853658
5924,2912 Deerfield Rd,Far Rockaway,18-Jan-19,375000.0,1914,11691,Queens,195.92476489028212
5925,515 49th Ave #3M,Long Island City,18-Jan-19,1145000.0,1446,11101,Queens,791.8395573997234
5926,3118 78th St,Flushing,18-Jan-19,830000.0,1330,11370,Queens,624.0601503759399
5927,9015 185th St,Jamaica,18-Jan-19,565000.0,1184,11423,Queens,477.19594594594594
5928,5128 Ireland St,Flushing,18-Jan-19,840000.0,1860,11373,Queens,451.61290322580646
5929,7513 60th Pl,Glendale,18-Jan-19,660000.0,1312,11385,Queens,503.0487804878049
5930,431 Beach 35th St,Far Rockaway,18-Jan-19,680000.0,2068,11691,Queens,328.82011605415863
5931,21432 45th Rd,Flushing,18-Jan-19,980000.0,1594,11361,Queens,614.8055207026349
5932,6112 Gates Ave,Flushing,23-Jan-19,1250000.0,3972,11385,Queens,314.70292044310173
5933,4306 Skillman Ave,Long Island City,23-Jan-19,1180000.0,2300,11104,Queens,513.0434782608696
5934,2701 Butler St,Flushing,23-Jan-19,859000.0,1612,11369,Queens,532.87841191067
5935,18823 Liberty Ave,Jamaica,23-Jan-19,499000.0,1660,11412,Queens,300.6024096385542
5936,8020 149th Ave,Jamaica,23-Jan-19,850000.0,3120,11414,Queens,272.43589743589746
5937,1508 Parsons Blvd,Flushing,23-Jan-19,988000.0,1870,11357,Queens,528.3422459893048
5938,2643 96th St,Flushing,23-Jan-19,1285000.0,3476,11369,Queens,369.6777905638665
5939,14038 Latham Ln,Jamaica,23-Jan-19,503000.0,1088,11434,Queens,462.31617647058823
5940,14716 16th Rd,Flushing,23-Jan-19,850000.0,1282,11357,Queens,663.0265210608425
5941,8820 Parsons Blvd #4A,Jamaica,23-Jan-19,424000.0,810,11432,Queens,523.4567901234568
5942,10311 91st St,Ozone Park,23-Jan-19,800000.0,2304,11417,Queens,347.22222222222223
5943,315 Beach 73rd St,Far Rockaway,23-Jan-19,310000.0,2176,11692,Queens,142.46323529411765
5944,57-40A 81st St,Flushing,23-Jan-19,680000.0,1586,11379,Queens,428.7515762925599
5945,41 Ingram St,Flushing,23-Jan-19,1550000.0,1542,11375,Queens,1005.1880674448768
5946,14930 88th St #4M,Jamaica,23-Jan-19,365000.0,1020,11414,Queens,357.84313725490193
5947,3539 89th St,Flushing,23-Jan-19,795000.0,3148,11372,Queens,252.5412960609911
5948,21768 100th Ave,Jamaica,23-Jan-19,570000.0,1248,11429,Queens,456.7307692307692
5949,10005 205th Pl,Jamaica,23-Jan-19,720000.0,1564,11423,Queens,460.35805626598466
5950,5507 69th Pl,Flushing,23-Jan-19,990000.0,1600,11378,Queens,618.75
5951,1055 Grassmere Ter,Far Rockaway,23-Jan-19,630000.0,1968,11691,Queens,320.1219512195122
5952,16123 83rd St,Jamaica,23-Jan-19,810000.0,2944,11414,Queens,275.1358695652174
5953,4028 College Point Blvd #1509,Flushing,23-Jan-19,540000.0,875,11354,Queens,617.1428571428571
5954,9015 197th St,Jamaica,23-Jan-19,560038.0,1976,11423,Queens,283.42004048583
5955,2519 43rd Ave,Long Island City,23-Jan-19,790000.0,90019,11101,Queens,8.775925082482587
5956,6058 68th Rd,Flushing,23-Jan-19,1390000.0,3372,11385,Queens,412.2182680901542
5957,14521 106th Ave,Jamaica,23-Jan-19,641000.0,1504,11435,Queens,426.1968085106383
5958,3226 155th St,Flushing,22-Jan-19,990000.0,1755,11354,Queens,564.1025641025641
5959,7514 60th Pl,Glendale,22-Jan-19,470000.0,1377,11385,Queens,341.3217138707335
5960,6819 174th St,Flushing,22-Jan-19,730000.0,2101,11365,Queens,347.45359352689195
5961,2427 92nd St,Flushing,22-Jan-19,670000.0,1782,11369,Queens,375.9820426487093
5962,16865 93rd Ave,Jamaica,24-Jan-19,650000.0,1728,11433,Queens,376.1574074074074
5963,8618 77th St,Jamaica,24-Jan-19,600000.0,1312,11421,Queens,457.3170731707317
5964,15001 95th St #2,Jamaica,24-Jan-19,350000.0,1130,11417,Queens,309.7345132743363
5965,7211 Indiana Ave,Glendale,24-Jan-19,740000.0,2000,11385,Queens,370.0
5966,11220 72nd Dr #B21,Forest Hills,24-Jan-19,489000.0,238128,11375,Queens,2.0535174360008064
5967,16716 73rd Ave,Flushing,24-Jan-19,990000.0,1329,11366,Queens,744.920993227991
5968,13536 234th St,Jamaica,24-Jan-19,520000.0,1344,11422,Queens,386.9047619047619
5969,484 Beach 44th St,Far Rockaway,24-Jan-19,640000.0,2288,11691,Queens,279.72027972027973
5970,1546 147th St,Flushing,23-Jan-19,990000.0,1580,11357,Queens,626.5822784810126
5971,16404 Grand Central Pkwy,Jamaica,23-Jan-19,680000.0,1760,11432,Queens,386.3636363636364
5972,8806 215th St,Jamaica,23-Jan-19,452000.0,1336,11427,Queens,338.32335329341316
5973,8109 30th Ave,Flushing,23-Jan-19,790000.0,1831,11370,Queens,431.4582195521573
5974,22924 Edgewood Ave,Laurelton,23-Jan-19,901000.0,1020,11413,Queens,883.3333333333334
5975,10204 163rd Dr,Jamaica,23-Jan-19,445000.0,1540,11414,Queens,288.961038961039
5976,Address Not Disclosed,Ridgewood,23-Jan-19,100000.0,4725,11385,Queens,21.164021164021165
5977,151 Beach 128th St,Far Rockaway,23-Jan-19,640000.0,1600,11694,Queens,400.0
5978,2330 207th St,Flushing,23-Jan-19,870000.0,1086,11360,Queens,801.1049723756906
5979,225-40 227th St,Jamaica,23-Jan-19,489600.0,1232,11412,Queens,397.4025974025974
5980,15831 96th St,Jamaica,23-Jan-19,680000.0,2288,11414,Queens,297.2027972027972
5981,6935 Springfield Blvd,Flushing,23-Jan-19,763000.0,1332,11364,Queens,572.8228228228228
5982,4818 195th St,Flushing,23-Jan-19,850000.0,1300,11365,Queens,653.8461538461538
5983,8133 165th St,Jamaica,23-Jan-19,890000.0,1196,11432,Queens,744.1471571906354
5984,14641 Cherry Ave,Flushing,23-Jan-19,1380000.0,1276,11355,Queens,1081.5047021943574
5985,7502 189th St,Flushing,23-Jan-19,985000.0,1424,11366,Queens,691.7134831460675
5986,21602 93rd Ave,Jamaica,23-Jan-19,629000.0,1736,11428,Queens,362.3271889400922
5987,9417 52nd Ave,Flushing,23-Jan-19,748000.0,1267,11373,Queens,590.370955011839
5988,5322 96th St,Flushing,23-Jan-19,960000.0,1760,11368,Queens,545.4545454545455
5989,13210 83rd St,Jamaica,23-Jan-19,641000.0,1216,11417,Queens,527.1381578947369
5990,8536 261st St,Floral Park,23-Jan-19,487000.0,1056,11001,Queens,461.17424242424244
5991,7703 88th Ave,Jamaica,23-Jan-19,440000.0,1536,11421,Queens,286.4583333333333
5992,15316 124th Ave,Jamaica,25-Jan-19,880000.0,2000,11434,Queens,440.0
5993,15510 Linden Blvd,Jamaica,25-Jan-19,440000.0,1152,11434,Queens,381.94444444444446
5994,3540 30th St #2G,Long Island City,25-Jan-19,825000.0,909,11106,Queens,907.5907590759076
5995,13854 62nd Rd,Flushing,24-Jan-19,905000.0,1322,11367,Queens,684.5688350983359
5996,11417 155th St,Jamaica,24-Jan-19,550000.0,1152,11434,Queens,477.43055555555554
5997,10829 160th St #26C,Jamaica,24-Jan-19,310000.0,923,11433,Queens,335.86132177681475
5998,3221 96th St,Flushing,24-Jan-19,625000.0,1358,11369,Queens,460.2356406480118
5999,432 Beach 48th St,Far Rockaway,24-Jan-19,640000.0,1869,11691,Queens,342.4291064740503
6000,22719 114th Rd,Jamaica,24-Jan-19,562000.0,1319,11411,Queens,426.08036391205457
6001,14437 225th St,Laurelton,24-Jan-19,485000.0,1442,11413,Queens,336.33841886269073
6002,20975 111th Ave,Jamaica,24-Jan-19,615000.0,1393,11429,Queens,441.4931801866475
6003,4022 College Point Blvd #9D,Flushing,24-Jan-19,618000.0,600,11354,Queens,1030.0
6004,7209 Dane Pl,Flushing,24-Jan-19,773000.0,1440,11375,Queens,536.8055555555555
6005,6611 51st Rd,Flushing,24-Jan-19,400000.0,3234,11377,Queens,123.68583797155226
6006,14207 230th Pl,Laurelton,24-Jan-19,460000.0,1400,11413,Queens,328.57142857142856
6007,10423 107th St,Jamaica,24-Jan-19,685000.0,2360,11417,Queens,290.2542372881356
6008,2131 Nameoke Ave,Far Rockaway,24-Jan-19,600000.0,3060,11691,Queens,196.07843137254903
6009,20730 Jordan Dr #17973,Flushing,24-Jan-19,725000.0,1155,11360,Queens,627.7056277056278
6010,7014 53rd Ave,Flushing,24-Jan-19,790000.0,1440,11378,Queens,548.6111111111111
6011,22909 139th Ave,Jamaica,24-Jan-19,500000.0,1720,11413,Queens,290.69767441860466
6012,18613 Jordan Ave,Jamaica,24-Jan-19,687000.0,2736,11412,Queens,251.09649122807016
6013,2434 90th Pl,Flushing,24-Jan-19,770000.0,1831,11369,Queens,420.53522665210266
6014,17206 76th Ave,Flushing,24-Jan-19,1075000.0,990,11366,Queens,1085.858585858586
6015,9811 Albert Rd,Jamaica,24-Jan-19,492000.0,1031,11417,Queens,477.20659553831234
6016,24870 54th Ave,Flushing,24-Jan-19,800000.0,1225,11362,Queens,653.0612244897959
6017,4548 170th St,Flushing,24-Jan-19,658000.0,1216,11358,Queens,541.1184210526316
6018,6956 229th St,Flushing,24-Jan-19,1450000.0,2000,11364,Queens,725.0
6019,5009 2nd St #623,Long Island City,24-Jan-19,970000.0,884,11101,Queens,1097.2850678733032
6020,1531 Bell Blvd,Flushing,24-Jan-19,1325000.0,2899,11360,Queens,457.0541566057261
6021,16230 Powells Cove Blvd #9D,Whitestone,28-Jan-19,271500.0,40692,11357,Queens,6.672073134768505
6022,7982 Cooper Ave,Glendale,28-Jan-19,659000.0,1348,11385,Queens,488.87240356083083
6023,2510 88th St,Flushing,28-Jan-19,1550000.0,3100,11369,Queens,500.0
6024,44 Slocum Cres,Flushing,28-Jan-19,1675000.0,1765,11375,Queens,949.0084985835693
6025,11450 146th St,Jamaica,28-Jan-19,489000.0,896,11436,Queens,545.7589285714286
6026,8828 212th Pl,Jamaica,28-Jan-19,610000.0,1180,11427,Queens,516.9491525423729
6027,6145 146th St,Flushing,28-Jan-19,1800000.0,3220,11367,Queens,559.0062111801242
6028,17448 127th Ave,Jamaica,26-Jan-19,550000.0,1728,11434,Queens,318.287037037037
6029,15828 86th St,Jamaica,25-Jan-19,990000.0,5184,11414,Queens,190.97222222222223
6030,8842 Aubrey Ave,Glendale,25-Jan-19,743000.0,1296,11385,Queens,573.3024691358024
6031,13940 227th St,Laurelton,25-Jan-19,515000.0,1392,11413,Queens,369.9712643678161
6032,9710 72nd Dr,Flushing,25-Jan-19,730000.0,924,11375,Queens,790.0432900432901
6033,9937 213th St,Jamaica,25-Jan-19,550000.0,1382,11429,Queens,397.9739507959479
6034,14521 22nd Ave,Flushing,25-Jan-19,2020000.0,3874,11357,Queens,521.4248838409912
6035,19118 122nd Ave,Jamaica,25-Jan-19,579000.0,1076,11413,Queens,538.1040892193308
6036,11432 201st St,Jamaica,25-Jan-19,451000.0,1200,11412,Queens,375.8333333333333
6037,9123 214th St,Jamaica,25-Jan-19,450000.0,992,11428,Queens,453.6290322580645
6038,11538 166th St,Jamaica,25-Jan-19,450000.0,1778,11434,Queens,253.0933633295838
6039,6326 71st St,Flushing,25-Jan-19,855000.0,1672,11379,Queens,511.3636363636364
6040,8410 101st St #2N,Jamaica,25-Jan-19,347000.0,706,11418,Queens,491.5014164305949
6041,18227 Hovendon Rd,Jamaica,25-Jan-19,1295000.0,2264,11432,Queens,571.9964664310954
6042,10310 92nd St,Jamaica,25-Jan-19,800000.0,3391,11417,Queens,235.91860808021232
6043,14018 58th Rd,Flushing,25-Jan-19,925000.0,1632,11355,Queens,566.7892156862745
6044,1 Bay Club Dr #7W,Flushing,25-Jan-19,555000.0,762,11360,Queens,728.3464566929134
6045,5108 Van Horn St,Flushing,25-Jan-19,1630000.0,3217,11373,Queens,506.6832452595586
6046,4028 College Point Blvd #1210,Flushing,25-Jan-19,805000.0,875,11354,Queens,920.0
6047,2540 Shore Blvd #20R,Long Island City,25-Jan-19,850000.0,896,11102,Queens,948.6607142857143
6048,13171 233rd St,Jamaica,25-Jan-19,536000.0,1105,11422,Queens,485.0678733031674
6049,11922 202nd St,Jamaica,25-Jan-19,689000.0,3400,11412,Queens,202.64705882352942
6050,1433 136th St,Flushing,29-Jan-19,732000.0,1050,11356,Queens,697.1428571428571
6051,15066 116th Rd,Jamaica,29-Jan-19,446000.0,896,11434,Queens,497.76785714285717
6052,9115 86th Dr,Jamaica,29-Jan-19,600000.0,2080,11421,Queens,288.46153846153845
6053,8715 165th St #7G,Jamaica,29-Jan-19,95000.0,54991,11432,Queens,1.727555418159335
6054,1507 Beach 11th St,Far Rockaway,28-Jan-19,479000.0,1430,11691,Queens,334.965034965035
6055,9215 Vanderveer St,Jamaica,28-Jan-19,615000.0,1312,11428,Queens,468.75
6056,4102 Queens Blvd #5D,Long Island City,28-Jan-19,765000.0,939,11104,Queens,814.6964856230032
6057,10010 67th Rd #3C,Flushing,28-Jan-19,690000.0,1045,11375,Queens,660.2870813397129
6058,8789 144th St,Jamaica,28-Jan-19,840000.0,2080,11435,Queens,403.84615384615387
6059,7339 179th St,Flushing,28-Jan-19,950000.0,1362,11366,Queens,697.503671071953
6060,9562 113th St,Jamaica,28-Jan-19,420000.0,1360,11419,Queens,308.8235294117647
6061,6254 97th Pl #10N,Flushing,28-Jan-19,521000.0,663,11374,Queens,785.8220211161388
6062,22742 114th Rd,Jamaica,28-Jan-19,587000.0,1031,11411,Queens,569.3501454898158
6063,6259 65th St,Flushing,28-Jan-19,890000.0,2560,11379,Queens,347.65625
6064,21716 136th Ave,Jamaica,28-Jan-19,575000.0,1710,11413,Queens,336.2573099415205
6065,11444 209th St,Jamaica,28-Jan-19,560000.0,1232,11411,Queens,454.54545454545456
6066,18629 Henderson Ave,Jamaica,28-Jan-19,499999.0,1683,11423,Queens,297.08793820558526
6067,2009 149th St,Flushing,28-Jan-19,790000.0,1568,11357,Queens,503.8265306122449
6068,135 Beach 97th St,Rockaway Beach,28-Jan-19,1100000.0,2346,11693,Queens,468.8832054560955
6069,15815 101st St,Jamaica,28-Jan-19,638000.0,1444,11414,Queens,441.82825484764544
6070,4825 189th St,Flushing,28-Jan-19,1578288.0,1121,11365,Queens,1407.92863514719
6071,618 150th Pl,Flushing,28-Jan-19,880000.0,1144,11357,Queens,769.2307692307693
6072,11012 173rd St,Jamaica,28-Jan-19,200000.0,1224,11433,Queens,163.3986928104575
6073,14950 17th Rd,Flushing,28-Jan-19,100000.0,1126,11357,Queens,88.80994671403197
6074,17206 90th Ave,Jamaica,28-Jan-19,999000.0,3036,11432,Queens,329.0513833992095
6075,10320 217th Ln,Jamaica,28-Jan-19,900000.0,821,11429,Queens,1096.2241169305726
6076,14633 Bayside Ave,Flushing,28-Jan-19,100000.0,1280,11354,Queens,78.125
6077,8112 265th St,Glen Oaks,28-Jan-19,635000.0,1092,11004,Queens,581.5018315018315
6078,9730 123rd St,Jamaica,28-Jan-19,515000.0,1110,11419,Queens,463.963963963964
6079,21505 111th Rd,Jamaica,30-Jan-19,618000.0,1672,11429,Queens,369.61722488038276
6080,12209 Hillside Ave,Jamaica,30-Jan-19,870000.0,1836,11418,Queens,473.8562091503268
6081,9516 162nd Ave,Jamaica,30-Jan-19,600000.0,1750,11414,Queens,342.85714285714283
6082,11617 224th St,Jamaica,29-Jan-19,519000.0,924,11411,Queens,561.6883116883117
6083,13640 62nd Ave,Flushing,29-Jan-19,1500000.0,2400,11367,Queens,625.0
6084,12644 149th St,Jamaica,29-Jan-19,361000.0,930,11436,Queens,388.1720430107527
6085,10218 Remson Pl,Jamaica,29-Jan-19,230000.0,683,11414,Queens,336.7496339677892
6086,11436 220th St,Jamaica,29-Jan-19,534560.0,910,11411,Queens,587.4285714285714
6087,14948 17th Rd,Flushing,29-Jan-19,100000.0,1086,11357,Queens,92.08103130755065
6088,6511 Clinton Ave,Flushing,29-Jan-19,700000.0,1520,11378,Queens,460.5263157894737
6089,9027 212th St,Jamaica,29-Jan-19,570000.0,1726,11428,Queens,330.24333719582853
6090,2440 32nd St,Long Island City,29-Jan-19,887500.0,1152,11102,Queens,770.3993055555555
6091,6617 69th St #1B,Flushing,29-Jan-19,405000.0,595,11379,Queens,680.6722689075631
6092,6204 77th Pl,Flushing,29-Jan-19,685000.0,864,11379,Queens,792.824074074074
6093,2417 88th St,Flushing,29-Jan-19,628900.0,1683,11369,Queens,373.67795603089723
6094,16427 109th Rd,Jamaica,29-Jan-19,630000.0,2331,11433,Queens,270.27027027027026
6095,9518 94th St,Jamaica,29-Jan-19,700000.0,2200,11416,Queens,318.1818181818182
6096,6523 183rd St,Flushing,29-Jan-19,990000.0,2200,11365,Queens,450.0
6097,8009 Margaret Pl,Glendale,31-Jan-19,712000.0,1504,11385,Queens,473.40425531914894
6098,6389 Alderton St,Flushing,31-Jan-19,1075000.0,1552,11374,Queens,692.6546391752578
6099,10649 Guy R Brewer Blvd,Jamaica,31-Jan-19,765000.0,1654,11433,Queens,462.5151148730351
6100,8509 151st Ave #3F,Jamaica,31-Jan-19,265000.0,822,11414,Queens,322.3844282238443
6101,6242 99th St,Flushing,31-Jan-19,1400000.0,2226,11374,Queens,628.930817610063
6102,5418 63rd Pl,Flushing,31-Jan-19,795000.0,1916,11378,Queens,414.92693110647184
6103,6438 233rd St,Flushing,31-Jan-19,975000.0,1114,11364,Queens,875.2244165170556
6104,16334 92nd St,Jamaica,31-Jan-19,679000.0,1765,11414,Queens,384.7025495750708
6105,10704 104th St,Jamaica,31-Jan-19,870000.0,2256,11417,Queens,385.63829787234044
6106,150 Beach 93rd St,Rockaway Beach,31-Jan-19,850000.0,1773,11693,Queens,479.4134235758601
6107,19820 Epsom Crse,Jamaica,31-Jan-19,885000.0,1551,11423,Queens,570.5996131528046
6108,1541 Metropolitan Ave #11D,Bronx,17-May-18,218000.0,862,10462,Bronx,252.9002320185615
6109,1164 Elder Ave,Bronx,17-May-18,930000.0,3362,10472,Bronx,276.62105889351574
6110,860 Grand Concourse #2K,Bronx,16-May-18,210530.0,115140,10451,Bronx,1.8284696890741705
6111,865 Kinsella St,Bronx,16-May-18,510000.0,2112,10462,Bronx,241.47727272727272
6112,1023 Manor Ave,Bronx,16-May-18,660000.0,3321,10472,Bronx,198.7353206865402
6113,2118 Matthews Ave,Bronx,16-May-18,785000.0,2080,10462,Bronx,377.40384615384613
6114,2762 Colden Ave,Bronx,16-May-18,577000.0,1708,10469,Bronx,337.8220140515223
6115,2220 E Tremont Ave #2E,Bronx,16-May-18,149000.0,574,10462,Bronx,259.58188153310107
6116,3336 Country Club Rd,Bronx,16-May-18,585000.0,1360,10465,Bronx,430.1470588235294
6117,2591 Schurz Ave,Bronx,16-May-18,862500.0,2108,10465,Bronx,409.1555977229601
6118,4701 Bronx Blvd,Bronx,15-May-18,590000.0,1960,10470,Bronx,301.0204081632653
6119,1234 Mayflower Ave,Bronx,15-May-18,625000.0,2700,10461,Bronx,231.4814814814815
