address,city,soldDate,soldPrice,sqft,zipCode
13725 96th Pl,Jamaica,11-Jan-19,"$685,000 ","1,608 sqft",11417
,,,,,
22218 95th Ave,Jamaica,11-Jan-19,"$530,000 ","1,156 sqft",11429
,,,,,
20524 111th Ave,Jamaica,11-Jan-19,"$550,000 ","1,688 sqft",11412
,,,,,
10233 164th Rd,Jamaica,11-Jan-19,"$448,000 ","1,540 sqft",11414
,,,,,
8807 87th St,Jamaica,10-Jan-19,"$860,000 ","2,320 sqft",11421
,,,,,
5810 183rd St,Flushing,10-Jan-19,"$965,000 ","1,520 sqft",11365
,,,,,
11102 14th Ave,Flushing,10-Jan-19,Contact For Estimate,"1,880 sqft",11356
,,,,,
7914 Juniper Valley Rd,Flushing,10-Jan-19,"$350,000 ",952 sqft,11379
,,,,,
10527 87th St,Jamaica,10-Jan-19,"$360,000 ","1,088 sqft",11417
,,,,,
14707 78th Ave,Flushing,14-Jan-19,"$825,000 ","1,454 sqft",11367
,,,,,
14235 131st Ave,Jamaica,14-Jan-19,"$745,000 ","2,000 sqft",11436
,,,,,
16215 32nd Ave,Flushing,14-Jan-19,"$1,200,000 ","2,256 sqft",11358
,,,,,
5308 68th St,Flushing,14-Jan-19,"$998,800 ","1,781 sqft",11378
,,,,,
3213 201st St,Flushing,14-Jan-19,"$780,000 ","1,146 sqft",11361
,,,,,
2368 94th St,Flushing,14-Jan-19,"$750,000 ","1,735 sqft",11369
,,,,,
7111 72nd Pl,Glendale,14-Jan-19,"$1,105,000 ","2,240 sqft",11385
,,,,,
9703 148th St,Jamaica,14-Jan-19,"$472,000 ",938 sqft,11435
,,,,,
10508 133rd St,Jamaica,14-Jan-19,"$610,000 ","1,320 sqft",11419
,,,,,
15534 115th Dr,Jamaica,14-Jan-19,"$495,000 ","1,020 sqft",11434
,,,,,
7391 Park Dr E,Flushing,14-Jan-19,"$980,000 ","1,176 sqft",11367
,,,,,
4142 College Point Blvd #3B,Flushing,14-Jan-19,"$639,499 ",787 sqft,11355
,,,,,
14941 18th Ave,Flushing,14-Jan-19,"$890,000 ","1,280 sqft",11357
,,,,,
11548 199th St,Jamaica,11-Jan-19,"$490,000 ","1,185 sqft",11412
,,,,,
8740 89th St,Jamaica,11-Jan-19,"$715,000 ","1,753 sqft",11421
,,,,,
15743 82nd St,Jamaica,11-Jan-19,"$700,000 ","1,000 sqft",11414
,,,,,
14415 101st Ave,Jamaica,11-Jan-19,"$825,000 ","2,000 sqft",11435
,,,,,
11411 131st St,Jamaica,11-Jan-19,"$590,000 ","1,648 sqft",11420
,,,,,
15444 59th Ave,Flushing,11-Jan-19,"$1,250,000 ","1,930 sqft",11355
,,,,,
13151 Francis Lewis Blvd,Laurelton,11-Jan-19,"$450,000 ","1,953 sqft",11413
,,,,,
14734 76th Rd,Flushing,11-Jan-19,"$1,250,000 ","1,980 sqft",11367
,,,,,
17604 93rd Ave,Jamaica,11-Jan-19,"$556,150 ","1,216 sqft",11433
,,,,,
17008 116th Ave,Jamaica,11-Jan-19,"$520,000 ","1,280 sqft",11434
,,,,,
1125 45th Ave #4I,Long Island City,11-Jan-19,"$590,000 ",529 sqft,11101
,,,,,
11827 198th St,Jamaica,11-Jan-19,"$475,000 ","2,268 sqft",11412
,,,,,
22114 69th Ave,Flushing,11-Jan-19,"$825,000 ","1,332 sqft",11364
,,,,,
15006 77th Rd,Flushing,11-Jan-19,"$670,000 ","1,530 sqft",11367
,,,,,
13918 231st St,Laurelton,11-Jan-19,"$555,000 ","1,422 sqft",11413
,,,,,
3416 Murray Ln,Flushing,11-Jan-19,"$1,070,000 ","1,885 sqft",11354
,,,,,
8813 Rutledge Ave,Glendale,11-Jan-19,"$705,000 ","3,018 sqft",11385
,,,,,
4530 48th St,Flushing,15-Jan-19,"$1,320,000 ","2,620 sqft",11377
,,,,,
6757 214th St,Flushing,15-Jan-19,"$660,000 ","1,116 sqft",11364
,,,,,
15135 84th St #3G,Jamaica,15-Jan-19,"$300,000 ","1,050 sqft",11414
,,,,,
14737 Roosevelt Ave #3D,Flushing,15-Jan-19,"$375,000 ",742 sqft,11354
,,,,,
15462 25th Dr,Flushing,15-Jan-19,"$930,000 ","1,184 sqft",11354
,,,,,
6152 71st St,Flushing,15-Jan-19,"$1,150,000 ","2,846 sqft",11379
,,,,,
18619 Henderson Ave,Jamaica,15-Jan-19,"$515,000 ","1,836 sqft",11423
,,,,,
25551 148th Rd,Jamaica,15-Jan-19,"$700,000 ","1,850 sqft",11422
,,,,,
19339 Salerno Ave,Jamaica,15-Jan-19,"$940,000 ","2,175 sqft",11423
,,,,,
4680 Hollis Court Blvd,Flushing,14-Jan-19,"$650,000 ","1,224 sqft",11358
,,,,,
7915 32nd Ave,Flushing,14-Jan-19,"$980,000 ","2,320 sqft",11370
,,,,,
24943 52nd Ave,Flushing,14-Jan-19,"$950,000 ","1,120 sqft",11362
,,,,,
10108 Shore Front Pkwy #23A,Far Rockaway,14-Jan-19,"$475,000 ","1,411 sqft",11694
,,,,,
20012 33rd Ave,Flushing,14-Jan-19,"$780,000 ","1,080 sqft",11361
,,,,,
26814 Union Tpke,Glen Oaks,14-Jan-19,"$750,000 ","1,018 sqft",11004
,,,,,
13216 82nd St,Jamaica,14-Jan-19,"$540,000 ","1,280 sqft",11417
,,,,,
14816 85th Ave,Jamaica,14-Jan-19,"$920,000 ","1,557 sqft",11435
,,,,,
4713 189th St,Flushing,14-Jan-19,"$770,000 ","1,408 sqft",11358
,,,,,
8511 57th Rd,Flushing,14-Jan-19,"$820,000 ","1,260 sqft",11373
,,,,,
7220 136th St,Flushing,14-Jan-19,"$1,400,000 ","2,596 sqft",11367
,,,,,
4016 247th St,Flushing,14-Jan-19,"$550,000 ","1,080 sqft",11363
,,,,,
10732 124th St,Jamaica,14-Jan-19,"$830,000 ","1,630 sqft",11419
,,,,,
7642 175th St,Flushing,14-Jan-19,"$965,000 ","2,340 sqft",11366
,,,,,
20607 48th Ave,Flushing,16-Jan-19,"$1,266,703 ","4,594 sqft",11364
,,,,,
3121 54th St #3E,Woodside,16-Jan-19,"$285,000 ","58,280 sqft",11377
,,,,,
1123 47th Rd,Long Island City,16-Jan-19,"$1,800,000 ","3,816 sqft",11101
,,,,,
3906 44th St,Sunnyside,16-Jan-19,"$1,290,000 ","1,400 sqft",11104
,,,,,
9107 172nd St,Jamaica,16-Jan-19,"$690,000 ","1,646 sqft",11432
,,,,,
12010 12th Ave,Flushing,16-Jan-19,"$880,888 ","1,610 sqft",11356
,,,,,
8467 Daniels St,Jamaica,16-Jan-19,"$1,350,000 ","3,562 sqft",11435
,,,,,
4732 201st St,Flushing,16-Jan-19,"$900,000 ","1,105 sqft",11361
,,,,,
3917 46th St,Long Island City,16-Jan-19,"$1,290,000 ","1,190 sqft",11104
,,,,,
5515 Junction Blvd,Flushing,15-Jan-19,"$750,000 ","1,344 sqft",11373
,,,,,
15038 Union Tpke #5P,Flushing,15-Jan-19,"$573,888 ",887 sqft,11367
,,,,,
7809 82nd St,Glendale,15-Jan-19,"$325,000 ","2,032 sqft",11385
,,,,,
6027 59th Ave,Flushing,15-Jan-19,"$785,000 ","1,562 sqft",11378
,,,,,
6296 Wetherole St,Flushing,15-Jan-19,"$810,000 ","1,344 sqft",11374
,,,,,
8716 89th St,Jamaica,15-Jan-19,"$610,000 ","1,761 sqft",11421
,,,,,
14707 258th St,Jamaica,15-Jan-19,"$520,000 ","1,440 sqft",11422
,,,,,
10605 Ditmars Blvd,Flushing,15-Jan-19,"$940,000 ","1,848 sqft",11369
,,,,,
6643 Clinton Ave,Flushing,15-Jan-19,"$919,000 ","1,800 sqft",11378
,,,,,
2540 Shore Blvd #7E,Long Island City,15-Jan-19,"$630,000 ",761 sqft,11102
,,,,,
20505 26th Ave,Flushing,15-Jan-19,"$915,000 ","1,088 sqft",11360
,,,,,
11701 Park Ln S #B2B,Richmond Hill,15-Jan-19,"$579,000 ","209,844 sqft",11418
,,,,,
13415 242nd St,Jamaica,15-Jan-19,"$520,000 ",840 sqft,11422
,,,,,
2108 Butler Ave #J1,Flushing,15-Jan-19,"$225,000 ","1,274 sqft",11385
,,,,,
21708 100th Ave,Jamaica,15-Jan-19,"$435,000 ","1,528 sqft",11429
,,,,,
5836 189th St,Flushing,15-Jan-19,"$810,000 ","1,601 sqft",11365
,,,,,
13814 241st St,Jamaica,15-Jan-19,"$879,000 ","1,728 sqft",11422
,,,,,
8611 151st Ave #2L,Jamaica,15-Jan-19,"$340,000 ","1,011 sqft",11414
,,,,,
13801 233rd St,Jamaica,15-Jan-19,"$601,000 ","1,324 sqft",11422
,,,,,
2540 Shore Blvd #9S,Long Island City,15-Jan-19,"$520,000 ",623 sqft,11102
,,,,,
6830 Fleet St,Flushing,15-Jan-19,"$1,116,000 ","1,440 sqft",11375
,,,,,
10555 87th St,Jamaica,17-Jan-19,"$520,000 ","1,184 sqft",11417
,,,,,
3550 166th St,Flushing,17-Jan-19,"$1,153,000 ","2,050 sqft",11358
,,,,,
6341 Douglaston Pkwy #28,Flushing,17-Jan-19,"$700,000 ","1,520 sqft",11362
,,,,,
21125 90th Ct,Jamaica,17-Jan-19,"$650,000 ","1,428 sqft",11428
,,,,,
11126 Sutphin Blvd,Jamaica,17-Jan-19,"$450,000 ","1,190 sqft",11435
,,,,,
8530 101st St,Jamaica,17-Jan-19,"$760,000 ","1,548 sqft",11418
,,,,,
4212 Elbertson St,Flushing,17-Jan-19,"$1,735,000 ","3,550 sqft",11373
,,,,,
7934 269th St,New Hyde Park,17-Jan-19,"$605,000 ","1,023 sqft",11040
,,,,,
15023 119th Ave,Jamaica,17-Jan-19,"$480,000 ","1,216 sqft",11434
,,,,,
9114 23rd Ave,Flushing,17-Jan-19,"$1,120,000 ","2,970 sqft",11369
,,,,,
1635 Hancock St,Flushing,17-Jan-19,"$1,649,000 ","2,160 sqft",11385
,,,,,
7511 61st St,Glendale,17-Jan-19,"$1,175,000 ","2,280 sqft",11385
,,,,,
6013 56th Ave,Flushing,17-Jan-19,"$1,110,000 ","2,350 sqft",11378
,,,,,
7910 265th St,Glen Oaks,17-Jan-19,"$653,800 ",989 sqft,11004
,,,,,
4569 Clearview Expy,Flushing,16-Jan-19,"$670,000 ","1,024 sqft",11361
,,,,,
10508 130th St,Jamaica,16-Jan-19,"$620,000 ","1,522 sqft",11419
,,,,,
11134 133rd St,Jamaica,16-Jan-19,"$460,000 ","1,380 sqft",11420
,,,,,
14020 181st St,Jamaica,16-Jan-19,"$870,000 ","1,190 sqft",11413
,,,,,
10734 142nd St,Jamaica,16-Jan-19,"$490,000 ","1,330 sqft",11435
,,,,,
10950 128th St,Jamaica,16-Jan-19,"$665,000 ","1,392 sqft",11420
,,,,,
7039 66th Pl,Glendale,16-Jan-19,"$835,000 ","1,688 sqft",11385
,,,,,
18730 Ilion Ave,Jamaica,16-Jan-19,"$545,000 ","1,623 sqft",11412
,,,,,
2 Bay Club Dr #11W,Flushing,16-Jan-19,"$800,000 ","1,518 sqft",11360
,,,,,
14444 87th Rd,Jamaica,16-Jan-19,"$710,000 ","1,758 sqft",11435
,,,,,
9317 90th Ave,Jamaica,16-Jan-19,"$865,000 ","2,080 sqft",11421
,,,,,
25752 148th Dr,Jamaica,16-Jan-19,"$630,000 ","1,125 sqft",11422
,,,,,
3080 47th St #3A,Long Island City,16-Jan-19,"$625,000 ",957 sqft,11103
,,,,,
11457 225th St,Jamaica,16-Jan-19,"$649,000 ","2,352 sqft",11411
,,,,,
2035 31st St,Long Island City,16-Jan-19,"$1,200,000 ","2,016 sqft",11105
,,,,,
3239 166th St,Flushing,16-Jan-19,"$985,000 ","1,374 sqft",11358
,,,,,
9901 Corona Ave,Flushing,18-Jan-19,"$900,000 ","2,850 sqft",11368
,,,,,
7119 162nd St #2L,Flushing,18-Jan-19,"$365,000 ",512 sqft,11365
,,,,,
18707 Ridgedale St,Jamaica,18-Jan-19,"$515,000 ","1,890 sqft",11413
,,,,,
10712 Wren Pl,Jamaica,18-Jan-19,"$494,500 ","1,280 sqft",11433
,,,,,
3053 73rd St,Flushing,18-Jan-19,"$950,000 ","2,422 sqft",11370
,,,,,
8509 151st Ave #3A,Jamaica,18-Jan-19,"$240,000 ",787 sqft,11414
,,,,,
14835 58th Rd,Flushing,18-Jan-19,"$885,000 ","1,296 sqft",11355
,,,,,
8740 Woodhaven Blvd,Jamaica,18-Jan-19,"$500,000 ","1,248 sqft",11421
,,,,,
2715 Butler St,Flushing,18-Jan-19,"$970,000 ","1,680 sqft",11369
,,,,,
22057 93rd Ave,Jamaica,18-Jan-19,"$640,000 ","1,776 sqft",11428
,,,,,
8509 87th St,Jamaica,18-Jan-19,"$610,000 ","2,158 sqft",11421
,,,,,
23007 141st Ave,Jamaica,18-Jan-19,"$420,000 ","1,040 sqft",11413
,,,,,
16823 Powells Cove Blvd #11,Flushing,18-Jan-19,"$893,000 ","1,805 sqft",11357
,,,,,
3214 172nd St,Flushing,18-Jan-19,"$1,500,000 ","2,705 sqft",11358
,,,,,
17210 109th Ave,Jamaica,18-Jan-19,"$835,000 ","2,100 sqft",11433
,,,,,
15915 Laburnum Ave,Flushing,17-Jan-19,"$788,000 ","1,464 sqft",11358
,,,,,
1563 149th St,Flushing,17-Jan-19,"$1,145,000 ","1,456 sqft",11357
,,,,,
7522 137th St,Flushing,17-Jan-19,"$1,465,000 ","1,660 sqft",11367
,,,,,
8923 199th St,Jamaica,17-Jan-19,"$645,000 ","1,248 sqft",11423
,,,,,
17203 83rd Ave,Jamaica,17-Jan-19,"$840,000 ","1,560 sqft",11432
,,,,,
4235 Main St #10-E,Flushing,17-Jan-19,"$665,000 ",512 sqft,11355
,,,,,
860 Central Ave,Far Rockaway,17-Jan-19,"$910,000 ","2,112 sqft",11691
,,,,,
13411 Francis Lewis Blvd,Laurelton,17-Jan-19,"$624,000 ","1,378 sqft",11413
,,,,,
16360 84th St,Jamaica,17-Jan-19,"$1,300,000 ","4,608 sqft",11414
,,,,,
8748 129th St,Jamaica,17-Jan-19,"$745,000 ","1,750 sqft",11418
,,,,,
5740 81st St,Flushing,17-Jan-19,"$790,000 ","1,680 sqft",11379
,,,,,
18901 118th Ave,Jamaica,17-Jan-19,"$550,000 ","1,800 sqft",11412
,,,,,
1233 Robin Ln,Flushing,17-Jan-19,"$985,000 ","1,940 sqft",11360
,,,,,
7538 192nd St,Flushing,17-Jan-19,"$915,000 ","1,214 sqft",11366
,,,,,
16215 85th St,Jamaica,17-Jan-19,"$990,000 ","2,226 sqft",11414
,,,,,
8985 221st St,Jamaica,22-Jan-19,"$590,000 ","1,653 sqft",11427
,,,,,
6619 247th St,Flushing,22-Jan-19,"$958,000 ","1,480 sqft",11362
,,,,,
8709 Sutter Ave,Jamaica,22-Jan-19,"$615,000 ","1,084 sqft",11417
,,,,,
10048 194th St,Jamaica,22-Jan-19,"$595,000 ","2,042 sqft",11423
,,,,,
17351 106th Ave,Jamaica,22-Jan-19,"$750,000 ","1,600 sqft",11433
,,,,,
19303 120th Ave,Jamaica,22-Jan-19,"$560,000 ","1,147 sqft",11412
,,,,,
13033 116th St,Jamaica,22-Jan-19,"$685,000 ","1,230 sqft",11420
,,,,,
12023 135th St,Jamaica,22-Jan-19,"$400,000 ","1,888 sqft",11420
,,,,,
11015 71st Rd #4L,Forest Hills,22-Jan-19,"$315,000 ","79,734 sqft",11375
,,,,,
17949 Selover Rd,Jamaica,22-Jan-19,"$527,500 ","1,240 sqft",11434
,,,,,
12452 135th Pl,Jamaica,22-Jan-19,"$665,000 ","1,557 sqft",11420
,,,,,
8509 151st Ave,Jamaica,22-Jan-19,"$395,000 ","1,293 sqft",11414
,,,,,
13234 Bennett Ct,Jamaica,22-Jan-19,"$570,000 ",900 sqft,11434
,,,,,
6939 228th St,Flushing,22-Jan-19,"$1,710,660 ","1,999 sqft",11364
,,,,,
24306 132nd Ave,Jamaica,22-Jan-19,"$479,000 ",912 sqft,11422
,,,,,
19411 112th Ave,Jamaica,22-Jan-19,"$517,000 ",960 sqft,11412
,,,,,
2112 Greene Ave,Flushing,22-Jan-19,"$915,000 ","1,526 sqft",11385
,,,,,
10225 212th St,Jamaica,22-Jan-19,"$425,000 ","1,428 sqft",11429
,,,,,
4362 164th St,Flushing,18-Jan-19,"$1,250,000 ","2,200 sqft",11358
,,,,,
7626 113th St #1E,Forest Hills,18-Jan-19,"$170,000 ","23,970 sqft",11375
,,,,,
22430 Davenport Ave,Jamaica,18-Jan-19,"$603,500 ","1,552 sqft",11428
,,,,,
20933 26th Ave,Flushing,18-Jan-19,"$710,000 ","1,312 sqft",11360
,,,,,
2912 Deerfield Rd,Far Rockaway,18-Jan-19,"$375,000 ","1,914 sqft",11691
,,,,,
515 49th Ave #3M,Long Island City,18-Jan-19,"$1,145,000 ","1,446 sqft",11101
,,,,,
3118 78th St,Flushing,18-Jan-19,"$830,000 ","1,330 sqft",11370
,,,,,
9015 185th St,Jamaica,18-Jan-19,"$565,000 ","1,184 sqft",11423
,,,,,
5128 Ireland St,Flushing,18-Jan-19,"$840,000 ","1,860 sqft",11373
,,,,,
7513 60th Pl,Glendale,18-Jan-19,"$660,000 ","1,312 sqft",11385
,,,,,
431 Beach 35th St,Far Rockaway,18-Jan-19,"$680,000 ","2,068 sqft",11691
,,,,,
21432 45th Rd,Flushing,18-Jan-19,"$980,000 ","1,594 sqft",11361
,,,,,
6112 Gates Ave,Flushing,23-Jan-19,"$1,250,000 ","3,972 sqft",11385
,,,,,
4306 Skillman Ave,Long Island City,23-Jan-19,"$1,180,000 ","2,300 sqft",11104
,,,,,
2701 Butler St,Flushing,23-Jan-19,"$859,000 ","1,612 sqft",11369
,,,,,
18823 Liberty Ave,Jamaica,23-Jan-19,"$499,000 ","1,660 sqft",11412
,,,,,
8020 149th Ave,Jamaica,23-Jan-19,"$850,000 ","3,120 sqft",11414
,,,,,
1508 Parsons Blvd,Flushing,23-Jan-19,"$988,000 ","1,870 sqft",11357
,,,,,
2643 96th St,Flushing,23-Jan-19,"$1,285,000 ","3,476 sqft",11369
,,,,,
14038 Latham Ln,Jamaica,23-Jan-19,"$503,000 ","1,088 sqft",11434
,,,,,
14716 16th Rd,Flushing,23-Jan-19,"$850,000 ","1,282 sqft",11357
,,,,,
8820 Parsons Blvd #4A,Jamaica,23-Jan-19,"$424,000 ",810 sqft,11432
,,,,,
10311 91st St,Ozone Park,23-Jan-19,"$800,000 ","2,304 sqft",11417
,,,,,
315 Beach 73rd St,Far Rockaway,23-Jan-19,"$310,000 ","2,176 sqft",11692
,,,,,
57-40A 81st St,Flushing,23-Jan-19,"$680,000 ","1,586 sqft",11379
,,,,,
41 Ingram St,Flushing,23-Jan-19,"$1,550,000 ","1,542 sqft",11375
,,,,,
14930 88th St #4M,Jamaica,23-Jan-19,"$365,000 ","1,020 sqft",11414
,,,,,
3539 89th St,Flushing,23-Jan-19,"$795,000 ","3,148 sqft",11372
,,,,,
21768 100th Ave,Jamaica,23-Jan-19,"$570,000 ","1,248 sqft",11429
,,,,,
10005 205th Pl,Jamaica,23-Jan-19,"$720,000 ","1,564 sqft",11423
,,,,,
5507 69th Pl,Flushing,23-Jan-19,"$990,000 ","1,600 sqft",11378
,,,,,
1055 Grassmere Ter,Far Rockaway,23-Jan-19,"$630,000 ","1,968 sqft",11691
,,,,,
16123 83rd St,Jamaica,23-Jan-19,"$810,000 ","2,944 sqft",11414
,,,,,
4028 College Point Blvd #1509,Flushing,23-Jan-19,"$540,000 ",875 sqft,11354
,,,,,
9015 197th St,Jamaica,23-Jan-19,"$560,038 ","1,976 sqft",11423
,,,,,
2519 43rd Ave,Long Island City,23-Jan-19,"$790,000 ","90,019 sqft",11101
,,,,,
6058 68th Rd,Flushing,23-Jan-19,"$1,390,000 ","3,372 sqft",11385
,,,,,
14521 106th Ave,Jamaica,23-Jan-19,"$641,000 ","1,504 sqft",11435
,,,,,
3226 155th St,Flushing,22-Jan-19,"$990,000 ","1,755 sqft",11354
,,,,,
7514 60th Pl,Glendale,22-Jan-19,"$470,000 ","1,377 sqft",11385
,,,,,
6819 174th St,Flushing,22-Jan-19,"$730,000 ","2,101 sqft",11365
,,,,,
2427 92nd St,Flushing,22-Jan-19,"$670,000 ","1,782 sqft",11369
,,,,,
16865 93rd Ave,Jamaica,24-Jan-19,"$650,000 ","1,728 sqft",11433
,,,,,
8618 77th St,Jamaica,24-Jan-19,"$600,000 ","1,312 sqft",11421
,,,,,
15001 95th St #2,Jamaica,24-Jan-19,"$350,000 ","1,130 sqft",11417
,,,,,
7211 Indiana Ave,Glendale,24-Jan-19,"$740,000 ","2,000 sqft",11385
,,,,,
11220 72nd Dr #B21,Forest Hills,24-Jan-19,"$489,000 ","238,128 sqft",11375
,,,,,
16716 73rd Ave,Flushing,24-Jan-19,"$990,000 ","1,329 sqft",11366
,,,,,
13536 234th St,Jamaica,24-Jan-19,"$520,000 ","1,344 sqft",11422
,,,,,
484 Beach 44th St,Far Rockaway,24-Jan-19,"$640,000 ","2,288 sqft",11691
,,,,,
1546 147th St,Flushing,23-Jan-19,"$990,000 ","1,580 sqft",11357
,,,,,
16404 Grand Central Pkwy,Jamaica,23-Jan-19,"$680,000 ","1,760 sqft",11432
,,,,,
8806 215th St,Jamaica,23-Jan-19,"$452,000 ","1,336 sqft",11427
,,,,,
8109 30th Ave,Flushing,23-Jan-19,"$790,000 ","1,831 sqft",11370
,,,,,
22924 Edgewood Ave,Laurelton,23-Jan-19,"$901,000 ","1,020 sqft",11413
,,,,,
10204 163rd Dr,Jamaica,23-Jan-19,"$445,000 ","1,540 sqft",11414
,,,,,
Address Not Disclosed,Ridgewood,23-Jan-19,"$100,000 ","4,725 sqft",11385
,,,,,
151 Beach 128th St,Far Rockaway,23-Jan-19,"$640,000 ","1,600 sqft",11694
,,,,,
2330 207th St,Flushing,23-Jan-19,"$870,000 ","1,086 sqft",11360
,,,,,
225-40 227th St,Jamaica,23-Jan-19,"$489,600 ","1,232 sqft",11412
,,,,,
15831 96th St,Jamaica,23-Jan-19,"$680,000 ","2,288 sqft",11414
,,,,,
6935 Springfield Blvd,Flushing,23-Jan-19,"$763,000 ","1,332 sqft",11364
,,,,,
4818 195th St,Flushing,23-Jan-19,"$850,000 ","1,300 sqft",11365
,,,,,
8133 165th St,Jamaica,23-Jan-19,"$890,000 ","1,196 sqft",11432
,,,,,
14641 Cherry Ave,Flushing,23-Jan-19,"$1,380,000 ","1,276 sqft",11355
,,,,,
7502 189th St,Flushing,23-Jan-19,"$985,000 ","1,424 sqft",11366
,,,,,
21602 93rd Ave,Jamaica,23-Jan-19,"$629,000 ","1,736 sqft",11428
,,,,,
9417 52nd Ave,Flushing,23-Jan-19,"$748,000 ","1,267 sqft",11373
,,,,,
5322 96th St,Flushing,23-Jan-19,"$960,000 ","1,760 sqft",11368
,,,,,
13210 83rd St,Jamaica,23-Jan-19,"$641,000 ","1,216 sqft",11417
,,,,,
8536 261st St,Floral Park,23-Jan-19,"$487,000 ","1,056 sqft",11001
,,,,,
7703 88th Ave,Jamaica,23-Jan-19,"$440,000 ","1,536 sqft",11421
,,,,,
15316 124th Ave,Jamaica,25-Jan-19,"$880,000 ","2,000 sqft",11434
,,,,,
15510 Linden Blvd,Jamaica,25-Jan-19,"$440,000 ","1,152 sqft",11434
,,,,,
3540 30th St #2G,Long Island City,25-Jan-19,"$825,000 ",909 sqft,11106
,,,,,
13854 62nd Rd,Flushing,24-Jan-19,"$905,000 ","1,322 sqft",11367
,,,,,
11417 155th St,Jamaica,24-Jan-19,"$550,000 ","1,152 sqft",11434
,,,,,
10829 160th St #26C,Jamaica,24-Jan-19,"$310,000 ",923 sqft,11433
,,,,,
3221 96th St,Flushing,24-Jan-19,"$625,000 ","1,358 sqft",11369
,,,,,
432 Beach 48th St,Far Rockaway,24-Jan-19,"$640,000 ","1,869 sqft",11691
,,,,,
22719 114th Rd,Jamaica,24-Jan-19,"$562,000 ","1,319 sqft",11411
,,,,,
14437 225th St,Laurelton,24-Jan-19,"$485,000 ","1,442 sqft",11413
,,,,,
20975 111th Ave,Jamaica,24-Jan-19,"$615,000 ","1,393 sqft",11429
,,,,,
4022 College Point Blvd #9D,Flushing,24-Jan-19,"$618,000 ",600 sqft,11354
,,,,,
7209 Dane Pl,Flushing,24-Jan-19,"$773,000 ","1,440 sqft",11375
,,,,,
6611 51st Rd,Flushing,24-Jan-19,"$400,000 ","3,234 sqft",11377
,,,,,
14207 230th Pl,Laurelton,24-Jan-19,"$460,000 ","1,400 sqft",11413
,,,,,
10423 107th St,Jamaica,24-Jan-19,"$685,000 ","2,360 sqft",11417
,,,,,
2131 Nameoke Ave,Far Rockaway,24-Jan-19,"$600,000 ","3,060 sqft",11691
,,,,,
20730 Jordan Dr #17973,Flushing,24-Jan-19,"$725,000 ","1,155 sqft",11360
,,,,,
7014 53rd Ave,Flushing,24-Jan-19,"$790,000 ","1,440 sqft",11378
,,,,,
22909 139th Ave,Jamaica,24-Jan-19,"$500,000 ","1,720 sqft",11413
,,,,,
18613 Jordan Ave,Jamaica,24-Jan-19,"$687,000 ","2,736 sqft",11412
,,,,,
2434 90th Pl,Flushing,24-Jan-19,"$770,000 ","1,831 sqft",11369
,,,,,
17206 76th Ave,Flushing,24-Jan-19,"$1,075,000 ",990 sqft,11366
,,,,,
9811 Albert Rd,Jamaica,24-Jan-19,"$492,000 ","1,031 sqft",11417
,,,,,
24870 54th Ave,Flushing,24-Jan-19,"$800,000 ","1,225 sqft",11362
,,,,,
4548 170th St,Flushing,24-Jan-19,"$658,000 ","1,216 sqft",11358
,,,,,
6956 229th St,Flushing,24-Jan-19,"$1,450,000 ","2,000 sqft",11364
,,,,,
5009 2nd St #623,Long Island City,24-Jan-19,"$970,000 ",884 sqft,11101
,,,,,
1531 Bell Blvd,Flushing,24-Jan-19,"$1,325,000 ","2,899 sqft",11360
,,,,,
16230 Powells Cove Blvd #9D,Whitestone,28-Jan-19,"$271,500 ","40,692 sqft",11357
,,,,,
7982 Cooper Ave,Glendale,28-Jan-19,"$659,000 ","1,348 sqft",11385
,,,,,
2510 88th St,Flushing,28-Jan-19,"$1,550,000 ","3,100 sqft",11369
,,,,,
44 Slocum Cres,Flushing,28-Jan-19,"$1,675,000 ","1,765 sqft",11375
,,,,,
11450 146th St,Jamaica,28-Jan-19,"$489,000 ",896 sqft,11436
,,,,,
8828 212th Pl,Jamaica,28-Jan-19,"$610,000 ","1,180 sqft",11427
,,,,,
6145 146th St,Flushing,28-Jan-19,"$1,800,000 ","3,220 sqft",11367
,,,,,
17448 127th Ave,Jamaica,26-Jan-19,"$550,000 ","1,728 sqft",11434
,,,,,
15828 86th St,Jamaica,25-Jan-19,"$990,000 ","5,184 sqft",11414
,,,,,
8842 Aubrey Ave,Glendale,25-Jan-19,"$743,000 ","1,296 sqft",11385
,,,,,
13940 227th St,Laurelton,25-Jan-19,"$515,000 ","1,392 sqft",11413
,,,,,
9710 72nd Dr,Flushing,25-Jan-19,"$730,000 ",924 sqft,11375
,,,,,
9937 213th St,Jamaica,25-Jan-19,"$550,000 ","1,382 sqft",11429
,,,,,
14521 22nd Ave,Flushing,25-Jan-19,"$2,020,000 ","3,874 sqft",11357
,,,,,
19118 122nd Ave,Jamaica,25-Jan-19,"$579,000 ","1,076 sqft",11413
,,,,,
11432 201st St,Jamaica,25-Jan-19,"$451,000 ","1,200 sqft",11412
,,,,,
9123 214th St,Jamaica,25-Jan-19,"$450,000 ",992 sqft,11428
,,,,,
11538 166th St,Jamaica,25-Jan-19,"$450,000 ","1,778 sqft",11434
,,,,,
6326 71st St,Flushing,25-Jan-19,"$855,000 ","1,672 sqft",11379
,,,,,
8410 101st St #2N,Jamaica,25-Jan-19,"$347,000 ",706 sqft,11418
,,,,,
