,address,city,soldDate,soldPrice,sqft,zipCode,borough
10359,343 4th Ave #3J,Brooklyn,2-Oct-18,935000.0,864,11215,Brooklyn
10360,279 Jefferson Ave,Brooklyn,2-Oct-18,1800000.0,3240,11216,Brooklyn
10361,1027 Remsen Ave,Brooklyn,2-Oct-18,789000.0,2048,11236,Brooklyn
10362,832 Classon Ave #2R,Brooklyn,2-Oct-18,650000.0,528,11238,Brooklyn
10363,1029 Blake Ave,Brooklyn,2-Oct-18,437000.0,1116,11208,Brooklyn
10364,2344 Brigham St,Brooklyn,2-Oct-18,646200.0,1540,11229,Brooklyn
10365,9110 Avenue B,Brooklyn,2-Oct-18,510000.0,1921,11236,Brooklyn
10366,9921 Avenue L,Brooklyn,2-Oct-18,,1540,11236,Brooklyn
10367,94 Maspeth Ave #7K,Brooklyn,2-Oct-18,985800.0,892,11211,Brooklyn
10368,2069 E 18th St,Brooklyn,2-Oct-18,835000.0,1408,11229,Brooklyn
10369,621 E New York Ave #5R,Brooklyn,2-Oct-18,,1338,11203,Brooklyn
10370,1097 Willoughby Ave,Brooklyn,2-Oct-18,1045000.0,2193,11221,Brooklyn
10371,1 Powers St #206,Brooklyn,2-Oct-18,800000.0,696,11211,Brooklyn
10372,4701 Bedford Ave,Brooklyn,2-Oct-18,810000.0,1497,11235,Brooklyn
10373,180 Sterling Pl #11,Brooklyn,2-Oct-18,590000.0,566,11217,Brooklyn
10374,253 Hull St #D,Brooklyn,2-Oct-18,305000.0,1100,11233,Brooklyn
10375,430 Clinton Ave #2A,Brooklyn,2-Oct-18,680000.0,783,11238,Brooklyn
10376,1 Northside Piers #20E,Brooklyn,2-Oct-18,1717500.0,1152,11249,Brooklyn
10377,797 Lincoln Pl,Brooklyn,2-Oct-18,1100000.0,2316,11216,Brooklyn
10378,2322 Brigham St,Brooklyn,2-Oct-18,646200.0,1540,11229,Brooklyn
10379,239 Avenue S,Brooklyn,2-Oct-18,770000.0,1350,11223,Brooklyn
10380,651 Coney Island Ave #4E,Brooklyn,1-Oct-18,1100000.0,1076,11218,Brooklyn
10381,1415 E 104th St,Brooklyn,1-Oct-18,535000.0,1440,11236,Brooklyn
10382,329 Grand Ave #329B,Brooklyn,1-Oct-18,944000.0,1010,11238,Brooklyn
10383,1674 E 36th St,Brooklyn,1-Oct-18,660000.0,1148,11234,Brooklyn
10384,566 Henry St,Brooklyn,1-Oct-18,2920000.0,3500,11231,Brooklyn
10385,580 E 94th St,Brooklyn,1-Oct-18,550000.0,2492,11236,Brooklyn
10386,26 Butler Pl #30,Brooklyn,3-Oct-18,575000.0,451,11238,Brooklyn
10387,337 Covert St,Brooklyn,3-Oct-18,,2128,11237,Brooklyn
10388,8121 Avenue L,Brooklyn,3-Oct-18,473000.0,1120,11236,Brooklyn
10389,3724 Laurel Ave,Brooklyn,3-Oct-18,750000.0,1912,11224,Brooklyn
10390,1283 Park Pl,Brooklyn,3-Oct-18,1100000.0,2160,11213,Brooklyn
10391,7002 Ridge Blvd #B8,Brooklyn,3-Oct-18,325000.0,87174,11209,Brooklyn
10392,640 Elton St,Brooklyn,3-Oct-18,,2960,11208,Brooklyn
10393,184 Lexington Ave,Brooklyn,3-Oct-18,,2433,11216,Brooklyn
10394,1457 W 5th St #4A,Brooklyn,3-Oct-18,491416.0,741,11204,Brooklyn
10395,1114 Bay Ridge Ave,Brooklyn,3-Oct-18,,2942,11219,Brooklyn
10396,1943 E 3rd St,Brooklyn,3-Oct-18,5000000.0,2802,11223,Brooklyn
10397,277 6th Ave #2F,Brooklyn,3-Oct-18,451000.0,4500,11215,Brooklyn
10398,512 Euclid Ave,Brooklyn,3-Oct-18,790000.0,1920,11208,Brooklyn
10399,2462 E 28th St,Brooklyn,3-Oct-18,828000.0,2688,11235,Brooklyn
10400,1259 42nd St,Brooklyn,3-Oct-18,1300000.0,2032,11219,Brooklyn
10401,1813 Kimball St,Brooklyn,3-Oct-18,999000.0,2338,11234,Brooklyn
10402,365 Bridge St #4M101,Brooklyn,3-Oct-18,1500000.0,1553,11201,Brooklyn
10403,2626 Homecrest Ave #7D,Brooklyn,3-Oct-18,336000.0,123786,11235,Brooklyn
10404,2152 Ford St,Brooklyn,3-Oct-18,740000.0,1152,11229,Brooklyn
10405,1734 73rd St,Brooklyn,3-Oct-18,,2352,11204,Brooklyn
10406,277 Newkirk Ave,Brooklyn,3-Oct-18,1150000.0,2398,11230,Brooklyn
10407,163 Hull St,Brooklyn,3-Oct-18,1278000.0,2610,11233,Brooklyn
10408,1408 W 7th St,Brooklyn,3-Oct-18,960000.0,1790,11204,Brooklyn
10409,352 Bradford St,Brooklyn,3-Oct-18,825000.0,2850,11207,Brooklyn
10410,1125 E 100th St,Brooklyn,2-Oct-18,630000.0,2028,11236,Brooklyn
10411,75 Steuben St,Brooklyn,2-Oct-18,,6500,11205,Brooklyn
10412,330 Shepherd Ave,Brooklyn,2-Oct-18,959000.0,2626,11208,Brooklyn
10413,1767 E 51st St,Brooklyn,2-Oct-18,515000.0,1092,11234,Brooklyn
10414,9309 Seaview Ave,Brooklyn,2-Oct-18,540000.0,1216,11236,Brooklyn
10415,118 Bay 11th St,Brooklyn,2-Oct-18,2065000.0,2692,11228,Brooklyn
10416,1434 45th St,Brooklyn,4-Oct-18,1900000.0,2893,11219,Brooklyn
10417,586 Lincoln Pl,Brooklyn,4-Oct-18,,6792,11216,Brooklyn
10418,349 Elton St,Brooklyn,4-Oct-18,720000.0,1824,11208,Brooklyn
10419,4319 Snyder Ave,Brooklyn,4-Oct-18,,1378,11203,Brooklyn
10420,9204 Avenue N #101,Brooklyn,4-Oct-18,355000.0,805,11236,Brooklyn
10421,379 New Jersey Ave,Brooklyn,4-Oct-18,385000.0,1000,11207,Brooklyn
10422,1266 Tabor Ct,Brooklyn,4-Oct-18,,2970,11219,Brooklyn
10423,140 Warren St #4C,Brooklyn,4-Oct-18,860000.0,860,11201,Brooklyn
10424,179 Ridgewood Ave,Brooklyn,4-Oct-18,930000.0,2048,11208,Brooklyn
10425,25 Linden Blvd,Brooklyn,4-Oct-18,775000.0,2373,11226,Brooklyn
10426,874 E 27th St,Brooklyn,4-Oct-18,767000.0,1472,11210,Brooklyn
10427,2470 E 18th St,Brooklyn,4-Oct-18,792888.0,1452,11235,Brooklyn
10428,130 Corbin Pl,Brooklyn,4-Oct-18,750000.0,1962,11235,Brooklyn
10429,1506 E 4th St,Brooklyn,4-Oct-18,1500000.0,2560,11230,Brooklyn
10430,22 Clifton Pl,Brooklyn,4-Oct-18,2725000.0,2214,11238,Brooklyn
10431,52 Van Dyke St,Brooklyn,4-Oct-18,1800000.0,1280,11231,Brooklyn
10432,515 Westminster Rd,Brooklyn,4-Oct-18,1525000.0,2690,11218,Brooklyn
10433,1246 82nd St,Brooklyn,4-Oct-18,2400000.0,3518,11228,Brooklyn
10434,1948 W 8th St,Brooklyn,4-Oct-18,1110000.0,1728,11223,Brooklyn
10435,151 Huntington St,Brooklyn,4-Oct-18,2600000.0,2535,11231,Brooklyn
10436,3324 Avenue J,Brooklyn,4-Oct-18,850000.0,2400,11210,Brooklyn
10437,375 Lincoln Pl #4J,Brooklyn,4-Oct-18,1650000.0,36352,11238,Brooklyn
10438,1511 E 2nd St,Brooklyn,3-Oct-18,1350000.0,1360,11230,Brooklyn
10439,742 New Jersey Ave,Brooklyn,3-Oct-18,547500.0,2904,11207,Brooklyn
10440,44 Butler Pl #4E,Brooklyn,3-Oct-18,1175000.0,1107,11238,Brooklyn
10441,1593 Pacific St,Brooklyn,3-Oct-18,1700000.0,2640,11213,Brooklyn
10442,395 17th St,Brooklyn,3-Oct-18,900000.0,3408,11215,Brooklyn
10443,502 Monroe St #A,Brooklyn,3-Oct-18,,2400,11221,Brooklyn
10444,220 Spencer St,Brooklyn,3-Oct-18,1680000.0,2380,11205,Brooklyn
10445,1106 Prospect Pl,Brooklyn,3-Oct-18,272500.0,3138,11213,Brooklyn
10446,347 Dewitt Ave,Brooklyn,5-Oct-18,650000.0,1672,11207,Brooklyn
10447,100 Jay St #9L,Brooklyn,5-Oct-18,844000.0,753,11201,Brooklyn
10448,229 Fountain Ave,Brooklyn,5-Oct-18,665000.0,1280,11208,Brooklyn
10449,452 Van Buren St,Brooklyn,5-Oct-18,1590000.0,2160,11221,Brooklyn
10450,306 Gold St #23E,Brooklyn,5-Oct-18,930000.0,765,11201,Brooklyn
10451,1 Middleton St #6L,Brooklyn,5-Oct-18,800000.0,1197,11206,Brooklyn
10452,163 Eckford St,Brooklyn,5-Oct-18,3400000.0,2330,11222,Brooklyn
10453,754 Madison St,Brooklyn,5-Oct-18,1590000.0,1944,11221,Brooklyn
10454,258 Lott Ave,Brooklyn,5-Oct-18,535000.0,1116,11212,Brooklyn
10455,164 Washington Park #3,Brooklyn,5-Oct-18,995000.0,901,11205,Brooklyn
10456,2461 E 22nd St,Brooklyn,5-Oct-18,1335000.0,2596,11235,Brooklyn
10457,36 E 95th St,Brooklyn,5-Oct-18,930000.0,3751,11212,Brooklyn
10458,1 Main St #3L,Brooklyn,5-Oct-18,1700000.0,1655,11201,Brooklyn
10459,565 57th St,Brooklyn,5-Oct-18,1500000.0,2048,11220,Brooklyn
10460,733 Macdonough St #C3,Brooklyn,5-Oct-18,700000.0,1315,11233,Brooklyn
10461,349 Prospect Pl,Brooklyn,5-Oct-18,,1980,11238,Brooklyn
10462,113 Butler St #4,Brooklyn,5-Oct-18,1100000.0,886,11231,Brooklyn
10463,25 Hausman St,Brooklyn,5-Oct-18,1400000.0,1688,11222,Brooklyn
10464,22 N 6th St #8G,Brooklyn,5-Oct-18,950000.0,824,11249,Brooklyn
10465,1556 E 37th St,Brooklyn,5-Oct-18,650000.0,1472,11234,Brooklyn
10466,839 E 19th St #1D,Brooklyn,5-Oct-18,572500.0,1075,11230,Brooklyn
10467,289 13th St #1R,Brooklyn,5-Oct-18,1225000.0,2876,11215,Brooklyn
10468,194 Meserole St #4A,Brooklyn,9-Oct-18,715000.0,625,11206,Brooklyn
10469,1231 E 80th St #183,Brooklyn,9-Oct-18,350000.0,1063,11236,Brooklyn
10470,578 Bainbridge St,Brooklyn,9-Oct-18,,2430,11233,Brooklyn
10471,2034 New York Ave,Brooklyn,9-Oct-18,790000.0,1534,11210,Brooklyn
10472,1670 E 19th St,Brooklyn,9-Oct-18,,3120,11229,Brooklyn
10473,83 Tehama St,Brooklyn,9-Oct-18,1355000.0,2134,11218,Brooklyn
10474,343 Grand Ave #343A,Brooklyn,9-Oct-18,1010000.0,1071,11238,Brooklyn
10475,3734 Oceanic Ave #B1,Brooklyn,9-Oct-18,645000.0,1669,11224,Brooklyn
10476,53 Boerum Pl #5E,Brooklyn,9-Oct-18,669000.0,608,11201,Brooklyn
10477,195 Willoughby Ave,Brooklyn,9-Oct-18,820000.0,272000,11205,Brooklyn
10478,602 39th St #308,Brooklyn,9-Oct-18,450000.0,945,11232,Brooklyn
10479,1138 Sutter Ave,Brooklyn,9-Oct-18,720000.0,2280,11208,Brooklyn
10480,360 Furman St #532,Brooklyn,9-Oct-18,950000.0,901,11201,Brooklyn
10481,476 Union Ave,Brooklyn,9-Oct-18,698000.0,7847,11211,Brooklyn
10482,388 Bridge St,Brooklyn,9-Oct-18,1595000.0,1141,11201,Brooklyn
10483,466 Greene Ave,Brooklyn,9-Oct-18,,2250,11216,Brooklyn
10484,150 Sterling St,Brooklyn,9-Oct-18,,2360,11225,Brooklyn
10485,1859 E 29th St,Brooklyn,9-Oct-18,900000.0,2124,11229,Brooklyn
10486,247 Weirfield St,Brooklyn,9-Oct-18,,2850,11221,Brooklyn
10487,574 E 93rd St,Brooklyn,9-Oct-18,435000.0,2352,11236,Brooklyn
10488,426 Sterling Pl #4A,Brooklyn,9-Oct-18,988000.0,15000,11238,Brooklyn
10489,233 Pacific St #4D,Brooklyn,9-Oct-18,2085000.0,1536,11201,Brooklyn
10490,4014 Quentin Rd,Brooklyn,9-Oct-18,768000.0,1274,11234,Brooklyn
10491,131 Sackett St,Brooklyn,9-Oct-18,1845000.0,1560,11231,Brooklyn
10492,160 Macdonough St,Brooklyn,9-Oct-18,2100000.0,2960,11216,Brooklyn
10493,1512 Dahill Rd,Brooklyn,9-Oct-18,925000.0,1428,11204,Brooklyn
10494,1179 Jefferson Ave,Brooklyn,8-Oct-18,955000.0,2700,11221,Brooklyn
10495,555 Washington Ave #3P,Brooklyn,5-Oct-18,675000.0,579,11238,Brooklyn
10496,2354 E 71st St,Brooklyn,5-Oct-18,700000.0,1998,11234,Brooklyn
10497,511 68th St #2B,Brooklyn,5-Oct-18,749000.0,1051,11220,Brooklyn
10498,486 3rd St #1,Brooklyn,11-Oct-18,1699000.0,1446,11215,Brooklyn
10499,1674 E 22nd St #3A,Brooklyn,11-Oct-18,525000.0,932,11229,Brooklyn
10500,1 Northside Piers #9D,Brooklyn,11-Oct-18,1465000.0,1131,11249,Brooklyn
10501,214 N 11th St #6B,Brooklyn,11-Oct-18,1355000.0,1404,11211,Brooklyn
10502,190 Cozine Ave #6,Brooklyn,10-Oct-18,230000.0,639,11207,Brooklyn
10503,1380 Dean St,Brooklyn,10-Oct-18,1925000.0,2921,11216,Brooklyn
10504,365 51st St,Brooklyn,10-Oct-18,1400000.0,3024,11220,Brooklyn
10505,582 16th St,Brooklyn,10-Oct-18,1800000.0,1600,11218,Brooklyn
10506,268 Eldert Ln,Brooklyn,10-Oct-18,565000.0,1260,11208,Brooklyn
10507,545 Washington Ave #201,Brooklyn,10-Oct-18,1175000.0,1098,11238,Brooklyn
10508,1439 Albany Ave,Brooklyn,10-Oct-18,550000.0,1836,11203,Brooklyn
10509,1240 Bedford Ave #1C,Brooklyn,10-Oct-18,280000.0,455,11216,Brooklyn
10510,192 Vernon Ave,Brooklyn,10-Oct-18,,2480,11206,Brooklyn
10511,4017 Avenue D,Brooklyn,10-Oct-18,670000.0,2160,11203,Brooklyn
10512,516 6th Ave,Brooklyn,10-Oct-18,1680112.0,1824,11215,Brooklyn
10513,3711 Avenue T,Brooklyn,10-Oct-18,765000.0,1568,11234,Brooklyn
10514,135 Oceana Dr E #4A,Brooklyn,10-Oct-18,825000.0,1243,11235,Brooklyn
10515,99 Havemeyer St #41,Brooklyn,10-Oct-18,1105000.0,1091,11211,Brooklyn
10516,2302 Pitkin Ave #2304,Brooklyn,10-Oct-18,860000.0,3120,11207,Brooklyn
10517,85 Quay St,Brooklyn,10-Oct-18,,12750,11222,Brooklyn
10518,811 5th Ave #202,Brooklyn,10-Oct-18,860000.0,1123,11232,Brooklyn
10519,517 Hancock St,Brooklyn,10-Oct-18,,2761,11233,Brooklyn
10520,383 Rutland Rd,Brooklyn,10-Oct-18,,3712,11225,Brooklyn
10521,348 Wortman Ave,Brooklyn,10-Oct-18,,1691,11207,Brooklyn
10522,69 Remsen Ave,Brooklyn,10-Oct-18,600000.0,1672,11212,Brooklyn
10523,446 Marcy Ave #3B,Brooklyn,10-Oct-18,850000.0,2092,11206,Brooklyn
10524,625 Park Pl,Brooklyn,10-Oct-18,1750000.0,3740,11238,Brooklyn
10525,260 76th St,Brooklyn,10-Oct-18,1560000.0,3333,11209,Brooklyn
10526,30 Bayard St #9C,Brooklyn,10-Oct-18,960000.0,802,11211,Brooklyn
