,address,city,soldDate,soldPrice,sqft,zipCode,borough
3960,21540 27th Ave,Flushing,14-Aug-18,,4620,11360,Queens
3961,1833 Everdell Ave,Far Rockaway,14-Aug-18,628000.0,1960,11691,Queens
3962,10453 118th St,Jamaica,14-Aug-18,650000.0,1832,11419,Queens
3963,10702 97th Ave,Jamaica,14-Aug-18,835000.0,2088,11416,Queens
3964,12032 142nd Pl,Jamaica,14-Aug-18,555000.0,1248,11436,Queens
3965,9960 65th Rd,Flushing,14-Aug-18,1085000.0,1480,11374,Queens
3966,6419 Bell Blvd,Flushing,14-Aug-18,799000.0,1386,11364,Queens
3967,14712 70th Rd,Flushing,14-Aug-18,825000.0,1800,11367,Queens
3968,10906 Westside Ave #A1,Flushing,15-Aug-18,545000.0,1373,11368,Queens
3969,8516 Somerset St,Jamaica,15-Aug-18,1275000.0,2976,11432,Queens
3970,11411 148th St,Jamaica,15-Aug-18,520000.0,914,11436,Queens
3971,3327 202nd St,Flushing,15-Aug-18,748000.0,1065,11361,Queens
3972,16806 71st Ave,Fresh Meadows,15-Aug-18,840000.0,1980,11365,Queens
3973,10908 Lefferts Blvd,Jamaica,15-Aug-18,710000.0,956,11420,Queens
3974,6243 80th Rd,Glendale,15-Aug-18,,1248,11385,Queens
3975,2325 204th St,Flushing,15-Aug-18,1550000.0,2167,11360,Queens
3976,13417 60th Ave,Flushing,15-Aug-18,1140000.0,1975,11355,Queens
3977,10446 127th St,Jamaica,15-Aug-18,850000.0,2115,11419,Queens
3978,3225 167th St,Flushing,15-Aug-18,1100000.0,3225,11358,Queens
3979,14430 105th Ave,Jamaica,15-Aug-18,800000.0,2362,11435,Queens
3980,15123 33rd Rd,Flushing,15-Aug-18,743888.0,1217,11354,Queens
3981,10938 135th St,Jamaica,15-Aug-18,630000.0,1470,11420,Queens
3982,11626 155th St,Jamaica,15-Aug-18,864000.0,2112,11434,Queens
3983,20523 34th Ave,Flushing,15-Aug-18,820000.0,1236,11361,Queens
3984,3515 Farrington St #309,Flushing,15-Aug-18,610500.0,1031,11354,Queens
3985,15112 7th Ave,Flushing,15-Aug-18,800000.0,1202,11357,Queens
3986,4721 157th St,Flushing,15-Aug-18,1250000.0,2236,11355,Queens
3987,7310 69th Ave,Flushing,15-Aug-18,528000.0,1335,11379,Queens
3988,3611 193rd St,Flushing,15-Aug-18,,1333,11358,Queens
3989,8429 153rd Ave #4J,Jamaica,15-Aug-18,265000.0,750,11414,Queens
3990,9038 Desarc Rd,Jamaica,15-Aug-18,575000.0,1197,11417,Queens
3991,1721 Putnam Ave,Flushing,15-Aug-18,,5600,11385,Queens
3992,24717 43rd Ave,Flushing,15-Aug-18,730000.0,1080,11363,Queens
3993,5005 64th St,Flushing,15-Aug-18,675000.0,1400,11377,Queens
3994,8506 133rd Ave,Jamaica,15-Aug-18,525000.0,1216,11417,Queens
3995,7137 Kessel St,Flushing,15-Aug-18,,2011,11375,Queens
3996,13110 116th Ave,Jamaica,15-Aug-18,,1568,11420,Queens
3997,3631 170th St #14,Flushing,15-Aug-18,235000.0,16229,11358,Queens
3998,8850 247th St,Jamaica,16-Aug-18,690000.0,1528,11426,Queens
3999,16316 71st Ave,Flushing,16-Aug-18,669000.0,1232,11365,Queens
4000,17930 Zoller Rd,Jamaica,16-Aug-18,435000.0,960,11434,Queens
4001,13123 134th St,Jamaica,16-Aug-18,,1298,11420,Queens
4002,7951 266th St,Glen Oaks,17-Aug-18,915000.0,1600,11004,Queens
4003,2815 208th St,Flushing,20-Aug-18,980000.0,1162,11360,Queens
4004,6124 Palmetto St,Flushing,20-Aug-18,1100000.0,3417,11385,Queens
4005,10213 37th Ave,Flushing,20-Aug-18,,2620,11368,Queens
4006,3329 108th St,Flushing,20-Aug-18,290910.0,986,11368,Queens
4007,11456 142nd St,Jamaica,20-Aug-18,605000.0,1128,11436,Queens
4008,28-14 28th Ave,Flushing,20-Aug-18,1230000.0,2068,11360,Queens
4009,15901 Grand Central Pkwy,Jamaica,20-Aug-18,410000.0,1800,11432,Queens
4010,11434 121st St,Jamaica,20-Aug-18,600000.0,1280,11420,Queens
4011,11544 227th St,Jamaica,20-Aug-18,435000.0,936,11411,Queens
4012,18703 104th Ave,Jamaica,20-Aug-18,722500.0,1900,11412,Queens
4013,3327 108th St,Flushing,20-Aug-18,290910.0,1878,11368,Queens
4014,4022 College Point Blvd #2F,Flushing,20-Aug-18,715000.0,754,11354,Queens
4015,14007 Farmers Blvd,Jamaica,17-Aug-18,730000.0,2200,11434,Queens
4016,4653 160th St,Flushing,17-Aug-18,1388000.0,1335,11358,Queens
4017,10219 Lewis Ave,Flushing,17-Aug-18,,3080,11368,Queens
4018,15749 80th St,Jamaica,17-Aug-18,660000.0,1520,11414,Queens
4019,10467 38th Ave,Flushing,17-Aug-18,1040000.0,2200,11368,Queens
4020,9046 76th St,Jamaica,17-Aug-18,755000.0,1796,11421,Queens
4021,6401 55th Ave,Flushing,17-Aug-18,819000.0,1248,11378,Queens
4022,6258 Ellwell Cres,Flushing,17-Aug-18,1230000.0,1971,11374,Queens
4023,16510 119th Ave,Jamaica,17-Aug-18,730000.0,1824,11434,Queens
4024,14903 84th St,Jamaica,17-Aug-18,960000.0,3003,11414,Queens
4025,340 Beach 92nd St,Rockaway Beach,17-Aug-18,534000.0,1494,11693,Queens
4026,4137 Gleane St,Flushing,17-Aug-18,1170000.0,2285,11373,Queens
4027,5820 58th Pl,Flushing,17-Aug-18,875000.0,1287,11378,Queens
4028,11649 171st St,Jamaica,17-Aug-18,,1156,11434,Queens
4029,3925 222nd St,Flushing,17-Aug-18,998000.0,1620,11361,Queens
4030,15146 24th Ave,Flushing,17-Aug-18,988000.0,1412,11357,Queens
4031,5603 201st St,Flushing,17-Aug-18,950000.0,1375,11364,Queens
4032,11737 142nd Pl,Jamaica,17-Aug-18,,876,11436,Queens
4033,15838 91st St,Jamaica,21-Aug-18,800000.0,1125,11414,Queens
4034,240 51st Ave #2R,Long Island City,21-Aug-18,1190000.0,973,11101,Queens
4035,5382 64th St,Flushing,21-Aug-18,790000.0,1152,11378,Queens
4036,10932 142nd St,Jamaica,20-Aug-18,385000.0,1576,11435,Queens
4037,4507 171st St,Flushing,20-Aug-18,930000.0,1676,11358,Queens
4038,7825 76th St,Glendale,20-Aug-18,663000.0,1312,11385,Queens
4039,14923 114th Pl,Jamaica,20-Aug-18,600000.0,1125,11420,Queens
4040,1647 Bell Blvd,Flushing,20-Aug-18,1360000.0,2872,11360,Queens
4041,8331 266th St,Glen Oaks,20-Aug-18,710000.0,1140,11004,Queens
4042,14946 117th St,Jamaica,20-Aug-18,,2237,11420,Queens
4043,7575 Utopia Pkwy,Flushing,20-Aug-18,785000.0,1224,11366,Queens
4044,7730 81st St,Glendale,20-Aug-18,822000.0,1380,11385,Queens
4045,14409 Coolidge Ave,Jamaica,20-Aug-18,950000.0,1533,11435,Queens
4046,15746 98th St,Jamaica,20-Aug-18,,2600,11414,Queens
4047,16334 22nd Ave,Flushing,20-Aug-18,800000.0,1232,11357,Queens
4048,15021 114th St,Jamaica,20-Aug-18,525000.0,1260,11420,Queens
4049,11523 141st St,Jamaica,20-Aug-18,600000.0,1368,11436,Queens
4050,14436 76th Rd,Flushing,20-Aug-18,998000.0,1332,11367,Queens
4051,1054 Reads Ln,Far Rockaway,20-Aug-18,1050000.0,3005,11691,Queens
4052,1096 Gipson St,Far Rockaway,20-Aug-18,,2856,11691,Queens
4053,10520 101st Rd,Jamaica,20-Aug-18,290000.0,902,11416,Queens
4054,7815 62nd St,Glendale,20-Aug-18,565000.0,1320,11385,Queens
4055,10742 166th St,Jamaica,20-Aug-18,715000.0,1300,11433,Queens
4056,22816 57th Rd,Flushing,20-Aug-18,,1500,11364,Queens
4057,11610 103rd Ave,Jamaica,20-Aug-18,400500.0,1376,11419,Queens
4058,13741 71st Ave,Flushing,20-Aug-18,1200000.0,1738,11367,Queens
4059,5008 65th Pl,Flushing,20-Aug-18,1250000.0,1488,11377,Queens
4060,7935 256th St,Glen Oaks,20-Aug-18,645000.0,1110,11004,Queens
4061,7248 Almeda Ave,Far Rockaway,20-Aug-18,490000.0,2001,11692,Queens
4062,10924 Guy R Brewer Blvd,Jamaica,20-Aug-18,642000.0,1692,11433,Queens
4063,13715 72nd Rd,Flushing,22-Aug-18,800000.0,1436,11367,Queens
4064,9036 75th St,Jamaica,22-Aug-18,868000.0,1746,11421,Queens
4065,4015 217th St,Flushing,22-Aug-18,1280000.0,3092,11361,Queens
4066,6133 82nd St,Flushing,22-Aug-18,,1224,11379,Queens
4067,8819 197th St,Jamaica,22-Aug-18,525000.0,1329,11423,Queens
4068,20635 Whitehall Ter,Jamaica,22-Aug-18,648000.0,1393,11427,Queens
4069,13704 94th St,Jamaica,22-Aug-18,645000.0,1392,11417,Queens
4070,10822 Springfield Blvd,Jamaica,22-Aug-18,600000.0,1728,11429,Queens
4071,6926 Alderton St,Flushing,22-Aug-18,815000.0,1328,11374,Queens
4072,3314 201st St,Flushing,21-Aug-18,675000.0,1080,11361,Queens
4073,8611 151st Ave #1M,Jamaica,21-Aug-18,340000.0,1019,11414,Queens
4074,6634 Central Ave,Glendale,21-Aug-18,880000.0,2457,11385,Queens
4075,10153 117th St,Jamaica,21-Aug-18,710000.0,2112,11419,Queens
4076,17010 118th Ave,Jamaica,21-Aug-18,330000.0,1488,11434,Queens
4077,7727 79th Pl,Glendale,21-Aug-18,686500.0,1312,11385,Queens
4078,12214 134th St,Jamaica,21-Aug-18,477000.0,2400,11420,Queens
4079,10354 106th St,Jamaica,21-Aug-18,733000.0,1708,11417,Queens
4080,11038 Saultell Ave,Flushing,21-Aug-18,,1614,11368,Queens
4081,10204 163rd Rd,Jamaica,21-Aug-18,,912,11414,Queens
4082,15133 24th Rd,Flushing,21-Aug-18,790000.0,1144,11357,Queens
4083,7002 Groton St,Flushing,21-Aug-18,,2568,11375,Queens
4084,8505 86th St,Jamaica,21-Aug-18,200000.0,2914,11421,Queens
4085,16511 119th Ave,Jamaica,21-Aug-18,749000.0,1400,11434,Queens
4086,11 Muhlebach Ct,Far Rockaway,21-Aug-18,470000.0,1714,11691,Queens
4087,6115 97th St #1L,Rego Park,21-Aug-18,205000.0,395000,11374,Queens
4088,11749 142nd Pl,Jamaica,21-Aug-18,565950.0,1124,11436,Queens
4089,6422 80th Ave,Glendale,21-Aug-18,690000.0,1160,11385,Queens
4090,15526 79th St #BA,Jamaica,21-Aug-18,249000.0,838,11414,Queens
4091,2932 Beach Channel Dr,Far Rockaway,21-Aug-18,,111102,11691,Queens
4092,2307 204th St,Flushing,21-Aug-18,750000.0,975,11360,Queens
4093,6090 59th Rd,Flushing,23-Aug-18,,1278,11378,Queens
4094,6736 168th St,Flushing,27-Aug-18,1380000.0,2524,11365,Queens
4095,15023 78th Rd,Flushing,24-Aug-18,820000.0,1296,11367,Queens
4096,13005 60th Ave,Flushing,24-Aug-18,1305000.0,2244,11355,Queens
4097,2223 College Point Blvd,Flushing,24-Aug-18,1520000.0,2862,11356,Queens
4098,8028 90th Ave,Jamaica,24-Aug-18,738000.0,2080,11421,Queens
4099,14646 61st Rd,Flushing,24-Aug-18,958000.0,1831,11367,Queens
4100,13344 N Conduit Ave,Jamaica,24-Aug-18,,2520,11420,Queens
4101,9106 Whitney Ave #2C,Flushing,24-Aug-18,503000.0,785,11373,Queens
4102,8333 Dongan Ave,Flushing,24-Aug-18,825000.0,1962,11373,Queens
4103,2 Bay Club Dr #16T,Flushing,24-Aug-18,685000.0,978,11360,Queens
4104,14477 Roosevelt Ave #6G,Flushing,24-Aug-18,792500.0,1176,11354,Queens
4105,24554 60th Ave,Flushing,24-Aug-18,1527375.0,1046,11362,Queens
4106,15322 83rd St,Jamaica,24-Aug-18,343800.0,1007,11414,Queens
4107,1242 118th St,Flushing,24-Aug-18,1190000.0,2100,11356,Queens
4108,8815 78th Ave,Glendale,24-Aug-18,674500.0,1192,11385,Queens
4109,10726 127th St,Jamaica,24-Aug-18,545000.0,1312,11419,Queens
4110,11147 122nd St,Jamaica,24-Aug-18,595000.0,1600,11420,Queens
4111,25411 84th Rd,Floral Park,24-Aug-18,700000.0,1302,11001,Queens
4112,14120 71st Rd,Flushing,24-Aug-18,720000.0,960,11367,Queens
4113,6539 51st Rd,Flushing,24-Aug-18,885000.0,1640,11377,Queens
4114,3739 87th St,Flushing,24-Aug-18,1255000.0,2400,11372,Queens
4115,11921 9th Ave,Flushing,24-Aug-18,850000.0,1760,11356,Queens
4116,14033 160th St,Jamaica,24-Aug-18,630000.0,1393,11434,Queens
4117,13006 58th Rd,Flushing,24-Aug-18,980000.0,1800,11355,Queens
4118,15201 32nd Ave,Flushing,24-Aug-18,1093000.0,1959,11354,Queens
4119,25509 149th Rd,Jamaica,24-Aug-18,530000.0,1680,11422,Queens
4120,18606 104th Ave,Jamaica,24-Aug-18,528795.0,1072,11412,Queens
4121,15142 20th Ave,Flushing,24-Aug-18,950000.0,1248,11357,Queens
4122,14612 116th Ave,Jamaica,23-Aug-18,330000.0,990,11436,Queens
4123,6420 Metropolitan Ave,Flushing,23-Aug-18,465000.0,1848,11379,Queens
4124,13703 223rd St,Laurelton,29-Aug-18,470000.0,1188,11413,Queens
4125,11411 196th St,Jamaica,29-Aug-18,825500.0,2010,11412,Queens
4126,7025 Yellowstone Blvd #15K,Forest Hills,29-Aug-18,297500.0,575600,11375,Queens
4127,11716 12th Ave,Flushing,29-Aug-18,830000.0,2025,11356,Queens
4128,8273 165th St,Jamaica,29-Aug-18,708000.0,1360,11432,Queens
4129,7317 Utopia Pkwy,Flushing,29-Aug-18,820000.0,1933,11366,Queens
4130,7808 75th St,Glendale,30-Aug-18,675000.0,1305,11385,Queens
4131,7020 136th St #B,Flushing,30-Aug-18,510000.0,753,11367,Queens
4132,13835 Elder Ave #7D,Flushing,30-Aug-18,860000.0,1151,11355,Queens
4133,14788 6th Ave,Flushing,30-Aug-18,950000.0,1150,11357,Queens
4134,24706 81st Ave,Jamaica,30-Aug-18,690000.0,1230,11426,Queens
4135,11407 Mexico St,Jamaica,30-Aug-18,470000.0,1800,11412,Queens
4136,25303 149th Dr,Jamaica,30-Aug-18,735000.0,2240,11422,Queens
4137,5820 Van Cleef St,Flushing,29-Aug-18,1400000.0,4082,11368,Queens
4138,23410 38th Dr,Flushing,29-Aug-18,1525000.0,3000,11363,Queens
4139,6940 168th St,Flushing,29-Aug-18,1530000.0,1095,11365,Queens
4140,6254 81st St,Flushing,29-Aug-18,715000.0,960,11379,Queens
4141,11455 145th St,Jamaica,29-Aug-18,377000.0,868,11436,Queens
4142,12020 121st St #29,Jamaica,29-Aug-18,840000.0,2270,11420,Queens
4143,17506 139th Rd,Jamaica,29-Aug-18,885000.0,2250,11434,Queens
4144,6360 102nd St #G23,Flushing,29-Aug-18,408000.0,747,11374,Queens
4145,5710 156th St,Flushing,29-Aug-18,890000.0,1056,11355,Queens
4146,8835 249th St,Jamaica,29-Aug-18,530000.0,1490,11426,Queens
4147,16806 Jewel Ave,Flushing,29-Aug-18,860000.0,1145,11365,Queens
4148,15117 11th Ave,Flushing,29-Aug-18,988000.0,1553,11357,Queens
4149,13344 116th St,Jamaica,29-Aug-18,640000.0,1344,11420,Queens
4150,12270 134th St,Jamaica,29-Aug-18,471000.0,1340,11420,Queens
4151,4121 Glenwood St,Flushing,29-Aug-18,1120000.0,1524,11363,Queens
4152,14563 Lakewood Ave,Jamaica,29-Aug-18,359000.0,1340,11435,Queens
4153,7622 85th Dr,Jamaica,29-Aug-18,,2468,11421,Queens
4154,11420 169th St,Jamaica,29-Aug-18,425000.0,1448,11434,Queens
4155,14650 Lakewood Ave,Jamaica,29-Aug-18,640000.0,1280,11435,Queens
4156,12026 166th St,Jamaica,29-Aug-18,543000.0,1232,11434,Queens
4157,8439 153rd Ave #2E,Jamaica,29-Aug-18,401000.0,1150,11414,Queens
4158,5210 Overbrook St,Flushing,29-Aug-18,,1050,11362,Queens
4159,8422 Little Neck Pkwy,Floral Park,29-Aug-18,710000.0,2000,11001,Queens
4160,10820 71st Ave #10E,Flushing,30-Aug-18,1360026.0,1227,11375,Queens
4161,3337 204th St,Flushing,30-Aug-18,750000.0,1095,11361,Queens
4162,15012 77th Rd,Flushing,30-Aug-18,663000.0,1224,11367,Queens
4163,7908 Langdale St,New Hyde Park,30-Aug-18,754000.0,1578,11040,Queens
4164,11042 55th Ave,Flushing,30-Aug-18,1160000.0,2978,11368,Queens
4165,6169 79th St,Flushing,30-Aug-18,790000.0,1152,11379,Queens
4166,10339 104th St,Jamaica,30-Aug-18,500000.0,924,11417,Queens
4167,7731 75th St,Glendale,30-Aug-18,1031000.0,2256,11385,Queens
4168,7521 95th Ave,Jamaica,30-Aug-18,350000.0,1387,11416,Queens
4169,8337 251st St,Jamaica,30-Aug-18,875000.0,1900,11426,Queens
4170,6463 59th Ave,Flushing,30-Aug-18,495000.0,600,11378,Queens
4171,1216 121st St,Flushing,30-Aug-18,878000.0,1844,11356,Queens
4172,7431 Calamus Cir #24,Flushing,30-Aug-18,550000.0,1104,11373,Queens
4173,163 Beach 96th St,Rockaway Beach,30-Aug-18,,1200,11693,Queens
4174,15035 22nd Ave,Flushing,30-Aug-18,800000.0,1620,11357,Queens
4175,8664 Musket St,Queens Village,30-Aug-18,835000.0,1824,11427,Queens
4176,14412 75th Ave,Flushing,30-Aug-18,950000.0,1680,11367,Queens
4177,15518 113th Ave,Jamaica,30-Aug-18,485000.0,1050,11433,Queens
4178,4140 Union St #17A,Flushing,30-Aug-18,550000.0,625,11355,Queens
4179,9031 Pitkin Ave,Jamaica,30-Aug-18,890000.0,1760,11417,Queens
4180,9215 93rd Ave,Jamaica,30-Aug-18,530000.0,1344,11421,Queens
4181,6804 51st Rd,Flushing,30-Aug-18,1210000.0,2250,11377,Queens
4182,7355 187th St,Flushing,30-Aug-18,955000.0,1384,11366,Queens
4183,14455 Melbourne Ave #6F,Flushing,30-Aug-18,193000.0,115212,11367,Queens
4184,14809 116th Ave,Jamaica,30-Aug-18,,1584,11436,Queens
4185,13338 Sanford Ave #18B,Flushing,30-Aug-18,,1040,11355,Queens
4186,6909 242nd St #42B,Flushing,30-Aug-18,360000.0,553,11362,Queens
4187,6945 108th St #2J,Flushing,30-Aug-18,465000.0,617,11375,Queens
4188,8309 Talbot St #4O,Jamaica,30-Aug-18,525000.0,1240,11415,Queens
4189,84-12 Building 262,Jamaica,30-Aug-18,865000.0,2100,11430,Queens
4190,8629 86th St,Jamaica,31-Aug-18,,2332,11421,Queens
4191,19631 45th Rd,Flushing,31-Aug-18,1310000.0,2064,11358,Queens
4192,25322 85th Rd,Jamaica,31-Aug-18,,975,11426,Queens
4193,13906 Linden Blvd,Jamaica,31-Aug-18,360000.0,1280,11436,Queens
4194,12806 Harry Douglass Way,Jamaica,31-Aug-18,,965,11434,Queens
4195,5323 194th St,Flushing,31-Aug-18,780000.0,1633,11365,Queens
4196,5036 65th Pl,Flushing,31-Aug-18,715000.0,1831,11377,Queens
4197,10809 97th Ave,Jamaica,31-Aug-18,1132000.0,3111,11419,Queens
4198,548 Beach 65th St,Far Rockaway,31-Aug-18,329000.0,1526,11692,Queens
4199,15012 Grand Central Pkwy,Jamaica,31-Aug-18,670000.0,1280,11432,Queens
4200,15452 23rd Ave,Flushing,31-Aug-18,1178000.0,1871,11357,Queens
4201,15013 Tahoe St,Jamaica,31-Aug-18,499999.0,1178,11417,Queens
4202,5822 Hewlett St,Flushing,31-Aug-18,878000.0,2030,11362,Queens
4203,9104 246th St,Jamaica,31-Aug-18,512000.0,1592,11426,Queens
4204,17118 67th Ave,Flushing,31-Aug-18,900000.0,1530,11365,Queens
4205,9301 97th Ave,Jamaica,31-Aug-18,650000.0,1200,11416,Queens
4206,4628 Bell Blvd,Bayside,31-Aug-18,387695.0,2541,11361,Queens
4207,2301 149th St,Flushing,4-Sep-18,925000.0,1760,11357,Queens
4208,7116 242nd St,Flushing,4-Sep-18,1390000.0,3312,11362,Queens
4209,10608 142nd St,Jamaica,4-Sep-18,517000.0,1248,11435,Queens
4210,8439 153rd Ave #6H,Jamaica,4-Sep-18,300000.0,900,11414,Queens
4211,8259 251st St,Jamaica,4-Sep-18,586000.0,1188,11426,Queens
4212,15505 Linden Blvd,Jamaica,4-Sep-18,529000.0,1152,11434,Queens
4213,23942 Oak Park Dr #4A,Flushing,4-Sep-18,750000.0,1672,11362,Queens
4214,17324 Fairchild Ave,Flushing,4-Sep-18,1278000.0,1672,11358,Queens
4215,13992 86th Ave,Jamaica,5-Sep-18,650000.0,1232,11435,Queens
4216,266 Beach 140th St,Far Rockaway,5-Sep-18,800000.0,1490,11694,Queens
4217,9030 Corona Ave,Flushing,5-Sep-18,,3175,11373,Queens
4218,10769 110th St,South Richmond Hill,5-Sep-18,548000.0,1314,11419,Queens
4219,4003 Francis Lewis Blvd,Flushing,5-Sep-18,810000.0,1890,11361,Queens
4220,9205 92nd St,Jamaica,5-Sep-18,665000.0,1364,11421,Queens
4221,7415 87th Rd,Jamaica,5-Sep-18,836000.0,3120,11421,Queens
4222,11025 63rd Rd,Flushing,5-Sep-18,1150000.0,1750,11375,Queens
4223,6039 71st St,Flushing,6-Sep-18,755000.0,1192,11378,Queens
4224,10211 163rd Rd,Jamaica,6-Sep-18,415000.0,912,11414,Queens
4225,8124 242nd St,Jamaica,6-Sep-18,775000.0,1046,11426,Queens
4226,8726 166th St,Jamaica,6-Sep-18,,2394,11432,Queens
4227,6941 Fleet St,Flushing,6-Sep-18,1760000.0,1580,11375,Queens
4228,7129 165th St,Flushing,6-Sep-18,,1680,11365,Queens
4229,6647 Wetherole St,Flushing,6-Sep-18,850000.0,1400,11374,Queens
4230,2262 Nameoke Ave,Far Rockaway,6-Sep-18,440000.0,1278,11691,Queens
4231,1236 Diane Pl,Flushing,6-Sep-18,672000.0,1190,11360,Queens
4232,6078 70th St,Flushing,6-Sep-18,765000.0,1368,11378,Queens
4233,10446 47th Ave,Flushing,6-Sep-18,,2400,11368,Queens
4234,8247 Country Pointe Cir,Jamaica,6-Sep-18,850000.0,2000,11427,Queens
4235,15217 11th Ave,Flushing,6-Sep-18,773000.0,1056,11357,Queens
4236,13901 232nd St,Laurelton,6-Sep-18,560000.0,1232,11413,Queens
4237,7609 167th St,Flushing,6-Sep-18,750000.0,1296,11366,Queens
4238,7414 Caldwell Ave,Flushing,6-Sep-18,1250000.0,2836,11379,Queens
4239,6707 Alderton St,Flushing,6-Sep-18,800000.0,1655,11374,Queens
4240,5414 152nd St,Flushing,6-Sep-18,700000.0,1429,11355,Queens
4241,23707 93rd Ave,Jamaica,6-Sep-18,630000.0,1404,11426,Queens
4242,6805 242nd St #31D,Flushing,6-Sep-18,380000.0,561,11362,Queens
4243,6807 53rd Ave,Flushing,6-Sep-18,910000.0,2076,11378,Queens
4244,5043 185th St,Flushing,6-Sep-18,839000.0,1438,11365,Queens
4245,12412 Metropolitan Ave,Jamaica,5-Sep-18,,2100,11415,Queens
4246,8941 Doran Ave,Glendale,5-Sep-18,780000.0,1472,11385,Queens
4247,10335 91st St,Jamaica,5-Sep-18,510000.0,1008,11417,Queens
4248,11148 113th St,Jamaica,5-Sep-18,750000.0,2168,11420,Queens
4249,10717 Princeton St,Jamaica,5-Sep-18,750000.0,2080,11435,Queens
4250,158 Beach 119th St,Far Rockaway,5-Sep-18,450000.0,2625,11694,Queens
4251,8628 233rd St,Jamaica,5-Sep-18,700000.0,1363,11427,Queens
4252,26707 Union Tpke,New Hyde Park,5-Sep-18,,1074,11040,Queens
4253,10505 Otis Ave #3A,Flushing,7-Sep-18,345000.0,550,11368,Queens
4254,16370 20th Ave,Flushing,7-Sep-18,1390000.0,1976,11357,Queens
4255,21927 113th Ave,Jamaica,7-Sep-18,535000.0,1026,11429,Queens
4256,8729 118th St,Jamaica,7-Sep-18,640000.0,1702,11418,Queens
4257,2525 Newtown Ave #6D,Long Island City,7-Sep-18,570000.0,525,11102,Queens
4258,10712 135th St,Jamaica,7-Sep-18,430000.0,1280,11419,Queens
4259,26115 83rd Ave,Glen Oaks,6-Sep-18,566000.0,832,11004,Queens
4260,15211 Roosevelt Ave,Flushing,6-Sep-18,1210000.0,2134,11354,Queens
4261,13434 97th St,Jamaica,6-Sep-18,560000.0,1272,11417,Queens
4262,26607 69th Ave,Glen Oaks,6-Sep-18,910000.0,1256,11004,Queens
4263,2356 207th St,Flushing,6-Sep-18,820000.0,938,11360,Queens
4264,14625 Jasmine Ave,Flushing,6-Sep-18,800000.0,1520,11355,Queens
4265,5150 65th St,Flushing,6-Sep-18,748800.0,1458,11377,Queens
4266,9424 Corona Ave,Flushing,6-Sep-18,940000.0,1589,11373,Queens
4267,12025 145th St,Jamaica,6-Sep-18,470000.0,1056,11436,Queens
4268,10719 110th St,Jamaica,6-Sep-18,440000.0,1314,11419,Queens
4269,4361 158th St,Flushing,6-Sep-18,980000.0,1700,11358,Queens
4270,10926 132nd St,Jamaica,6-Sep-18,585000.0,1280,11420,Queens
4271,10717 111th St,Jamaica,6-Sep-18,595000.0,1305,11419,Queens
4272,8640 139th St,Jamaica,6-Sep-18,950000.0,2168,11435,Queens
4273,7040 Juno St,Flushing,6-Sep-18,1515000.0,1417,11375,Queens
4274,12924 131st St,Jamaica,6-Sep-18,730000.0,2728,11420,Queens
4275,6031 77th St,Flushing,6-Sep-18,850000.0,1732,11379,Queens
4276,2627 172nd St,Flushing,6-Sep-18,960000.0,1506,11358,Queens
4277,6154 62nd Rd,Flushing,6-Sep-18,250000.0,2440,11379,Queens
4278,14463 32nd Ave,Flushing,6-Sep-18,,3015,11354,Queens
4279,6981 183rd St,Flushing,6-Sep-18,985000.0,1668,11365,Queens
4280,4223 249th St,Flushing,6-Sep-18,780000.0,990,11363,Queens
4281,15018 130th St,Jamaica,6-Sep-18,661000.0,1304,11420,Queens
4282,12227 180th St,Jamaica,6-Sep-18,475000.0,1050,11434,Queens
4283,2020 Harman St,Flushing,10-Sep-18,615000.0,1728,11385,Queens
4284,8143 102nd Rd,Jamaica,10-Sep-18,,4332,11416,Queens
4285,10751 127th St,Jamaica,10-Sep-18,700000.0,1454,11419,Queens
4286,14742 Arlington Ter,Jamaica,10-Sep-18,795000.0,2500,11435,Queens
4287,4111 158th St,Flushing,10-Sep-18,,2376,11358,Queens
4288,5027 175th St,Flushing,10-Sep-18,1528000.0,1092,11365,Queens
4289,15917 Powells Cove Blvd,Flushing,10-Sep-18,755000.0,1024,11357,Queens
4290,14905 115th Ave,Jamaica,10-Sep-18,290000.0,1334,11436,Queens
4291,14621 Shore Ave,Jamaica,10-Sep-18,,1484,11435,Queens
4292,6617 69th St #1G,Flushing,10-Sep-18,475000.0,892,11379,Queens
4293,7910 256th St,Glen Oaks,10-Sep-18,,1080,11004,Queens
4294,18225 143rd Ave,Jamaica,10-Sep-18,540000.0,1519,11413,Queens
4295,24023 Edgewood St,Jamaica,10-Sep-18,579000.0,1435,11422,Queens
4296,6465 211th St,Flushing,10-Sep-18,2193000.0,4070,11364,Queens
4297,9056 208th St,Jamaica,10-Sep-18,499500.0,1152,11428,Queens
4298,23008 146th Ave,Jamaica,10-Sep-18,825000.0,2856,11413,Queens
4299,183 Beach 108th St,Far Rockaway,11-Sep-18,220000.0,1800,11694,Queens
4300,6458 84th St,Flushing,11-Sep-18,778200.0,1266,11379,Queens
4301,13536 Kew Gardens Rd,Jamaica,11-Sep-18,900000.0,1740,11418,Queens
4302,8830 Winchester Blvd,Jamaica,11-Sep-18,689000.0,1514,11427,Queens
4303,9009 208th St,Jamaica,11-Sep-18,569000.0,1048,11428,Queens
4304,8988 213th St,Jamaica,11-Sep-18,520000.0,1360,11427,Queens
4305,3508 109th St,Flushing,11-Sep-18,625000.0,714,11368,Queens
